Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Signal peptide,Propeptide,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Mature_length,Active_length,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q90391,8730,Venom metalloproteinase (M12B) family,414,,Venom; Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid; Zymogen,Disulfide bond:2; Pyrrolidone carboxylic acid:1,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,394,203,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
Q90392,8730,Venom metalloproteinase (M12B) family,414,,Venom,,Disulfide bond; Pyrrolidone carboxylic acid; Zymogen,Disulfide bond:2; Pyrrolidone carboxylic acid:1,Yes,Yes,GO:0030574 (collagen catabolic process); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0030574 (collagen catabolic process); GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,394,203,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P0DM46,54390,Venom metalloproteinase (M12B) family,15,fragment,Venom,,Disulfide bond,,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,15,15,Micrurus corallinus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus corallinus,terrestrial,terrestrial
D5LMJ3,8656,Venom metalloproteinase (M12B) family,607,,Venom gland,,Disulfide bond; Glycoprotein; Zymogen,Disulfide bond:17; Glycosylation:5,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,587,411,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P0DJE2,8705,Venom metalloproteinase (M12B) family,184,fragment,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:2,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,184,184,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
Q0NZY0,8724,Venom metalloproteinase (M12B) family,166,fragment,Venom gland,,Disulfide bond; Glycoprotein; Zymogen,Disulfide bond:11; Glycosylation:1,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,166,166,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q1PHZ4,8726,Venom metalloproteinase (M12B) family,547,fragment,Venom; Venom gland,,Disulfide bond; Glycoprotein; Zymogen,Disulfide bond:14; Glycosylation:2,,Yes,GO:0042742 (defense response to bacterium); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0042742 (defense response to bacterium); GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,547,414,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
Q0NZX9,8724,Venom metalloproteinase (M12B) family,218,fragment,Venom; Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:12,,,GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0016787 (hydrolase activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),,GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0016787 (hydrolase activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,218,218,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q0NZX8,8724,Venom metalloproteinase (M12B) family,196,fragment,Venom; Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:13,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,196,196,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q0NZX7,8724,Venom metalloproteinase (M12B) family,97,fragment,Venom gland,,Disulfide bond; Glycoprotein; Zymogen,Disulfide bond:7; Glycosylation:1,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,97,97,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P84035,8722,Venom metalloproteinase (M12B) family,63,fragment,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:1,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,63,63,Bothrops asper,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops asper,terrestrial,terrestrial
Q8UVG0,44710,Venom metalloproteinase (M12B) family,612,,Venom; Venom gland,,Disulfide bond; Glycoprotein; Zymogen,Disulfide bond:17; Glycosylation:4,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,592,425,Bothrops erythromelas,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops erythromelas,terrestrial,terrestrial
P0C7B1,64174,Venom metalloproteinase (M12B) family,62,fragment,Venom,,Glycoprotein,Glycosylation:1,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,62,62,Bothrops alternatus,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops alternatus,terrestrial,terrestrial
O93523,8724,Venom metalloproteinase (M12B) family,610,,Venom; Venom gland,,Disulfide bond; Glycoprotein; Pyrrolidone carboxylic acid; Zymogen,Disulfide bond:25; Glycosylation:1; Pyrrolidone carboxylic acid:1,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,590,212,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P22028,8724,Venom metalloproteinase (M12B) family,25,fragment,Venom,,Disulfide bond,Disulfide bond:2,,,GO:0035893 (suppression of platelet aggregation in another organism); GO:0005576 (extracellular region); GO:0016787 (hydrolase activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),GO:0035893 (suppression of platelet aggregation in another organism),GO:0005576 (extracellular region),GO:0016787 (hydrolase activity); GO:0046872 (metal ion binding); GO:0090729 (toxin activity),1: Evidence at protein level,both,25,50,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
D6PXE8,8656,Venom metalloproteinase (M12B) family,593,,Venom; Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:14; Glycosylation:2,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,573,402,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q9PRP9,40353,Venom metalloproteinase (M12B) family,32,fragment,Venom,,Disulfide bond,,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,32,32,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P0C7N3,8742,Venom metalloproteinase (M12B) family,51,fragment,Venom,,Glycoprotein,Glycosylation:1,,,GO:0006915 (apoptotic process); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006915 (apoptotic process); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,51,51,Crotalus viridis viridis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,terrestrial,terrestrial
P86536,8707,Venom metalloproteinase (M12B) family,19,fragment,Venom,,Disulfide bond; Glycoprotein,,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,19,19,Daboia russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
Q7LZ61,343250,Venom metalloproteinase (M12B) family,619,,Venom; Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:19; Glycosylation:4,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,599,431,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
Q7T046,3148341,Venom metalloproteinase (M12B) family,612,,Venom; Venom gland,,Disulfide bond; Glycoprotein; Zymogen,Disulfide bond:5; Glycosylation:3,Yes,Yes,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,592,418,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
A2CJE4,8730,Venom metalloproteinase (M12B) family,175,fragment,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:9,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005886 (plasma membrane); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region); GO:0005886 (plasma membrane),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0090729 (toxin activity),2: Evidence at transcript level,both,175,175,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P86113,573324,,16,fragment,Venom,,,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,16,16,Opisthacanthus cayaporum,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus cayaporum,terrestrial,terrestrial
P86114,573324,,20,fragment,Venom,,,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,20,20,Opisthacanthus cayaporum,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus cayaporum,terrestrial,terrestrial
P0DUU7,2838366,SA81-like family,12,,Venom,,,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,12,12,Sphex argentatus argentatus,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,Sphex argentatus,terrestrial,terrestrial
P0DUU8,2838365,SA81-like family,10,,Venom,,,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,10,10,Isodontia harmandi,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,Isodontia harmandi,terrestrial,terrestrial
P0DUU9,2838365,SA81-like family,11,,Venom,,,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,11,11,Isodontia harmandi,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,Isodontia harmandi,terrestrial,terrestrial
B3A0N1,8725,,15,fragment,Venom,,Glycoprotein,,,,GO:0006508 (proteolysis); GO:0005615 (extracellular space); GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005615 (extracellular space),GO:0046872 (metal ion binding); GO:0008237 (metallopeptidase activity); GO:0016504 (peptidase activator activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,15,15,Bothrops atrox,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops atrox,terrestrial,terrestrial
P0DJF0,8726,Peptidase S1 family,22,fragment,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:2,,,GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity); GO:0090729 (toxin activity),GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0008236 (serine-type peptidase activity); GO:0090729 (toxin activity),1: Evidence at protein level,both,22,22,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
