identifier,Protein families,Phylum,has_signal_peptide
A0A1W6EVM7,,Arthropoda,yes
A0A1W6EVN2,,Arthropoda,yes
A0A1W6EVN4,,Arthropoda,yes
A0A3G5BIB4,Other,Arthropoda,yes
A0A3G5BIB1,Other,Arthropoda,yes
P0C1B6,Other,Arthropoda,no
P0DM70,Other,Arthropoda,no
P0DM71,Other,Arthropoda,no
P83661,,Arthropoda,no
P0DPM1,Other,Mollusca,yes
E2DIH6,Other,Mollusca,yes
A0A3G3C7U4,Other,Mollusca,yes
P0C8U3,Other,Mollusca,no
A1X8B6,Other,Mollusca,yes
S4UJV1,Other,Mollusca,yes
P0C8U8,Other,Mollusca,yes
P0DPM2,Other,Mollusca,no
P60978,Other,Arthropoda,no
J7JU64,Other,Mollusca,yes
A0A125S9D9,Other,Mollusca,yes
P17684,Other,Mollusca,no
D6C4J0,Other,Mollusca,yes
D6C4I7,Other,Mollusca,yes
P0DKQ9,Other,Mollusca,yes
A0A3G3C7U2,Other,Mollusca,yes
Q5EHP4,Other,Mollusca,yes
Q2I2Q4,Other,Mollusca,yes
Q9BPH5,Other,Mollusca,yes
P0DPL1,Other,Mollusca,no
Q9BPI0,Other,Mollusca,yes
Q9BPH8,Other,Mollusca,yes
Q9BPH6,Other,Mollusca,yes
A0A3G3C7V7,Other,Mollusca,yes
Q2I2Q3,Other,Mollusca,yes
A0A3G3C7U9,Other,Mollusca,yes
Q2I2Q2,Other,Mollusca,yes
P0C1N4,Other,Mollusca,yes
A0A2I6EDL3,Other,Mollusca,yes
Q9BPH9,Other,Mollusca,yes
A0A2I6EDM5,Other,Mollusca,yes
Q2I2P1,Other,Mollusca,yes
Q2I2P2,Other,Mollusca,yes
P0DRC4,,Mollusca,yes
P0CY84,Other,Mollusca,yes
P0DUC5,Other,Mollusca,no
A0A1P8NVS9,Other,Mollusca,yes
A0A1P8NVT3,Other,Mollusca,yes
X5IFY8,Other,Mollusca,yes
P0C249,Other,Mollusca,no
P0DUC3,Other,Mollusca,no
A0A1P8NVS3,Other,Mollusca,yes
P62903,Other,Mollusca,yes
P58786,Other,Mollusca,yes
P58787,Other,Mollusca,yes
P0C837,Other,Mollusca,yes
P83047,Other,Mollusca,no
F5C3T9,Other,Mollusca,yes
P0DP18,Other,Mollusca,no
P0DUC4,Other,Mollusca,no
V5V9Y7,Other,Mollusca,yes
V5V893,Other,Mollusca,yes
Q8JI39,Other,Chordata,yes
Q7ZZN9,Other,Chordata,yes
P79845,Other,Chordata,yes
Q8AVA4,Other,Chordata,yes
Q8AVA3,Other,Chordata,yes
Q3SB05,Other,Chordata,yes
Q8JGT9,Other,Chordata,yes
B0VXV6,Other,Chordata,yes
A0A218QX58,Other,Arthropoda,yes
W4VS53,Other,Arthropoda,yes
B7FDI1,Other,Chordata,yes
A0A0F7Z3J2,Other,Mollusca,yes
A0A0F7YZI5,Other,Mollusca,yes
P15220,Short scorpion toxin superfamily,Arthropoda,no
P60268,Short scorpion toxin superfamily,Arthropoda,no
P60269,Short scorpion toxin superfamily,Arthropoda,no
P60270,Short scorpion toxin superfamily,Arthropoda,no
P15229,Short scorpion toxin superfamily,Arthropoda,no
P85066,Short scorpion toxin superfamily,Arthropoda,no
P86402,Short scorpion toxin superfamily,Arthropoda,no
F1DI80,Short scorpion toxin superfamily,Arthropoda,no
P83400,Short scorpion toxin superfamily,Arthropoda,yes
P55966,Short scorpion toxin superfamily,Arthropoda,no
Q9BJW4,Short scorpion toxin superfamily,Arthropoda,yes
P86436,Short scorpion toxin superfamily,Arthropoda,no
P01498,Short scorpion toxin superfamily,Arthropoda,no
P81761,Short scorpion toxin superfamily,Arthropoda,yes
P59887,Short scorpion toxin superfamily,Arthropoda,no
P45639,Short scorpion toxin superfamily,Arthropoda,no
Q9UAD0,Short scorpion toxin superfamily,Arthropoda,yes
P0CE24,Other,Mollusca,yes
P0DM45,,Mollusca,no
P58990,Other,Mollusca,no
P0DL31,,Mollusca,no
A0A125S9G0,,Mollusca,yes
A0A0R4I952,,Mollusca,no
Q3BK17,Other,Chordata,no
P0C6E2,Other,Chordata,no
Q3BER1,Other,Chordata,yes
Q3BK14,Other,Chordata,yes
P83469,Other,Chordata,no
Q7ZZM2,Other,Chordata,yes
P0DUV1,Other,Arthropoda,no
P0DQJ4,,Arthropoda,yes
D2Y253,Other,Arthropoda,yes
D2Y254,Other,Arthropoda,yes
D2Y255,Other,Arthropoda,yes
D2Y256,Other,Arthropoda,yes
D2Y257,Other,Arthropoda,yes
D2Y258,Other,Arthropoda,yes
D2Y259,Other,Arthropoda,yes
D2Y260,Other,Arthropoda,yes
D2Y261,Other,Arthropoda,yes
D2Y271,Other,Arthropoda,yes
D2Y2P8,Other,Arthropoda,yes
D2Y272,Other,Arthropoda,yes
D2Y273,Other,Arthropoda,yes
D2Y274,Other,Arthropoda,yes
D2Y275,Other,Arthropoda,yes
D2Y276,Other,Arthropoda,yes
D2Y277,Other,Arthropoda,yes
D2Y278,Other,Arthropoda,yes
D2Y279,Other,Arthropoda,yes
D2Y280,Other,Arthropoda,yes
A3QVN2,Other,Chordata,yes
A3QVN6,Other,Chordata,yes
R4J7Z9,Other,Arthropoda,yes
P69496,Other,Mollusca,yes
P69501,Other,Mollusca,yes
P69497,Other,Mollusca,yes
P0DKM1,Other,Mollusca,yes
C7DQC1,Other,Mollusca,yes
C7DQC2,Other,Mollusca,yes
B1P1E1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1C4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1C6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1C9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1C8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1C0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1C1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1D2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1G9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1H0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1E5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
B1P1F3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
Q7LZ09,Other,Chordata,no
Q6T7B7,Other,Chordata,yes
J3RZ81,Other,Chordata,yes
P0DV71,Other,Arthropoda,no
P86170,Other,Arthropoda,no
P25687,Other,Chordata,no
P56569,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q86BW9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
O73799,Other,Chordata,yes
P82656,Other,Arthropoda,no
E4VP11,Other,Arthropoda,yes
Q9Y0X4,Other,Arthropoda,yes
P83239,Other,Arthropoda,no
P83313,Other,Arthropoda,yes
P83312,Other,Arthropoda,no
P0CF38,Other,Arthropoda,no
F1AWB0,Other,Arthropoda,yes
N0EAL3,Other,Arthropoda,yes
Q8N0N8,Other,Arthropoda,yes
P83314,Other,Arthropoda,no
Q5G8B2,Other,Arthropoda,yes
Q5VJS9,Other,Arthropoda,no
Q5G8B1,Other,Arthropoda,yes
Q5G8B0,Other,Arthropoda,yes
Q5G8A9,Other,Arthropoda,yes
A0A0C4G489,Other,Arthropoda,yes
P0C8L3,Other,Arthropoda,yes
Q8MMJ7,Other,Arthropoda,yes
Q8MTX2,Other,Arthropoda,yes
P0DRB6,Other,Arthropoda,no
Q718F4,Other,Arthropoda,yes
P0DRB7,Other,Arthropoda,no
Q6JQN2,Other,Arthropoda,yes
A0A1E1WVR9,Other,Arthropoda,yes
B9UIY3,Other,Arthropoda,yes
E4VP07,Other,Arthropoda,yes
C7B247,Other,Arthropoda,yes
P0DJO3,Other,Arthropoda,yes
P0DJ02,Other,Arthropoda,yes
G1FE62,Other,Arthropoda,yes
C0HL59,Other,Arthropoda,yes
G8YYA5,Other,Arthropoda,yes
C0HL58,Other,Arthropoda,yes
G8YYA6,Other,Arthropoda,yes
C0HL57,Other,Arthropoda,no
I0DEB3,Other,Arthropoda,yes
I0DEB4,Other,Arthropoda,yes
D6C4L6,Conotoxin O1 superfamily,Mollusca,yes
B2KJ30,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA5,Conotoxin O1 superfamily,Mollusca,yes
Q5K0C8,Conotoxin O1 superfamily,Mollusca,yes
Q9BP87,Conotoxin O1 superfamily,Mollusca,yes
D6C4L7,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE4,Conotoxin O1 superfamily,Mollusca,yes
Q9BPA4,Conotoxin O1 superfamily,Mollusca,yes
P0DW76,Conotoxin O1 superfamily,Mollusca,yes
Q9XZL5,Conotoxin O1 superfamily,Mollusca,yes
P69748,Conotoxin O1 superfamily,Mollusca,yes
P69749,Conotoxin O1 superfamily,Mollusca,yes
D6C4K0,Conotoxin O1 superfamily,Mollusca,yes
P69750,Conotoxin O1 superfamily,Mollusca,yes
P58917,Conotoxin O1 superfamily,Mollusca,yes
P24160,Other,Mollusca,yes
O42187,Phospholipase A2 family,Chordata,yes
P81167,Phospholipase A2 family,Chordata,no
P59265,Phospholipase A2 family,Chordata,no
P04056,Phospholipase A2 family,Chordata,no
P20259,Phospholipase A2 family,Chordata,no
Q6EER2,Phospholipase A2 family,Chordata,yes
Q6H3C5,Phospholipase A2 family,Chordata,no
P14424,Phospholipase A2 family,Chordata,yes
P0CAS3,Phospholipase A2 family,Chordata,no
P62022,Phospholipase A2 family,Chordata,yes
A0A193CHJ5,Phospholipase A2 family,Chordata,yes
Q9I845,Phospholipase A2 family,Chordata,yes
P20256,Phospholipase A2 family,Chordata,no
P11407,Phospholipase A2 family,Chordata,yes
P86974,Phospholipase A2 family,Chordata,no
P0CAS4,Phospholipase A2 family,Chordata,no
P14421,Phospholipase A2 family,Chordata,no
Q45Z42,Phospholipase A2 family,Chordata,yes
P00614,Phospholipase A2 family,Chordata,no
P0DP54,Phospholipase A2 family,Chordata,yes
Q6PXP0,Phospholipase A2 family,Arthropoda,yes
Q9BMK4,Phospholipase A2 family,Arthropoda,no
Q7M4I5,Phospholipase A2 family,Arthropoda,no
P00630,Phospholipase A2 family,Arthropoda,yes
Q7M4I6,Phospholipase A2 family,Arthropoda,no
P82971,Phospholipase A2 family,Arthropoda,no
P0DP56,Other,Chordata,yes
F8S101,Other,Chordata,yes
F8J2D3,Other,Chordata,yes
P0DQR5,,Arthropoda,yes
I6S7H5,Other,Arthropoda,yes
A0A6B9L1A2,,Arthropoda,yes
A0A6B9L8Y4,,Arthropoda,yes
D1MEJ3,Other,Arthropoda,yes
P69437,Other,Arthropoda,no
P17237,Other,Arthropoda,no
P86147,Other,Arthropoda,yes
P0C1R0,Other,Arthropoda,no
P0C1R1,Other,Arthropoda,no
P0DX38,Other,Arthropoda,no
A0A6B9KZ90,Other,Arthropoda,yes
A0A6B9L900,Other,Arthropoda,yes
Q95P69,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95WD2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9N682,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9BLM0,Other,Arthropoda,yes
P60257,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9BLM1,Other,Arthropoda,yes
P60258,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HK69,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9BLM2,Other,Arthropoda,yes
Q17254,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60259,Other,Arthropoda,no
P09982,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DPT3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59896,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01491,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P60275,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60276,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P80950,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0F0C2,Other,Arthropoda,yes
J3SBP0,Other,Chordata,yes
Q9PSM9,Other,Chordata,no
P23806,Other,Chordata,yes
Q71RR2,Other,Chordata,yes
Q71RR1,Other,Chordata,yes
Q9PSM8,Other,Chordata,no
P22029,Other,Chordata,no
P81397,Other,Chordata,no
Q8JGT7,Other,Chordata,yes
P22030,Other,Chordata,no
P81398,Other,Chordata,no
Q8JGT6,Other,Chordata,yes
D2YW40,Other,Chordata,no
C0HKZ7,Other,Chordata,no
P0CI98,Other,Arthropoda,yes
P11057,Other,Arthropoda,no
Q5Y4U7,Other,Arthropoda,yes
Q5Y4U6,Other,Arthropoda,yes
A0A1D0BNA3,Other,Arthropoda,yes
P0DN51,Other,Mollusca,yes
A0A141TBR6,,Mollusca,yes
P0DN52,Other,Mollusca,yes
P0DN53,,Mollusca,yes
P0DN54,Other,Mollusca,yes
P0DN55,,Mollusca,yes
P0DQO3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CI21,,Mollusca,no
P0CI16,,Mollusca,no
P0CI17,,Mollusca,no
P0CI18,,Mollusca,no
P0CI19,,Mollusca,no
P0CI08,,Mollusca,no
P0CI15,,Mollusca,no
P0CI14,,Mollusca,yes
P0CI20,,Mollusca,no
P0DN62,,Mollusca,yes
A0A1D0BR98,,Arthropoda,yes
P0DN65,Other,Mollusca,yes
P83580,Other,Arthropoda,yes
P0C2L5,Other,Arthropoda,yes
P0DMQ0,Other,Arthropoda,yes
P56207,Other,Arthropoda,no
S0F1M4,Other,Arthropoda,yes
A5A3H1,Other,Arthropoda,yes
P0C2L4,Other,Arthropoda,no
P0C2L6,Other,Arthropoda,yes
P0DMQ1,Other,Arthropoda,yes
P81595,Other,Arthropoda,no
S0F1N7,Other,Arthropoda,yes
A5A3H2,Other,Arthropoda,yes
P0C2L7,Other,Arthropoda,no
P0DMQ2,Other,Arthropoda,yes
P81596,Other,Arthropoda,no
A5A3H3,Other,Arthropoda,yes
S0F1N6,Other,Arthropoda,yes
P0DMQ3,Other,Arthropoda,yes
P81597,Other,Arthropoda,no
A0A218QX39,,Arthropoda,yes
D5KXH1,,Mollusca,yes
B6DCS0,Other,Arthropoda,yes
B6DCQ0,Other,Arthropoda,yes
B6DCQ1,Other,Arthropoda,yes
B6DCQ2,Other,Arthropoda,yes
B6DCQ3,Other,Arthropoda,yes
B6DCQ4,Other,Arthropoda,yes
E7BLC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
B6DCQ5,Other,Arthropoda,yes
B6DCQ6,Other,Arthropoda,yes
B6DCQ7,Other,Arthropoda,yes
B6DCQ8,Other,Arthropoda,yes
B6DCQ9,Other,Arthropoda,yes
B6DCR0,Other,Arthropoda,yes
B6DCR1,Other,Arthropoda,yes
B6DCR2,Other,Arthropoda,yes
B6DCR3,Other,Arthropoda,yes
B6DCR4,Other,Arthropoda,yes
P0DPW7,Other,Arthropoda,yes
A0A0R4I951,Other,Arthropoda,yes
P0C245,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C246,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DRD5,Other,Arthropoda,yes
P0DXU2,Other,Arthropoda,yes
P0DXU3,Other,Arthropoda,yes
B6DCW1,Other,Arthropoda,yes
B6DCW2,Other,Arthropoda,yes
B6DCW3,Other,Arthropoda,yes
B6DCW4,Other,Arthropoda,yes
B6DCW5,Other,Arthropoda,yes
B6DCW6,Other,Arthropoda,yes
B6DCW7,Other,Arthropoda,yes
B6DCW8,Other,Arthropoda,yes
B6DCW9,Other,Arthropoda,yes
B6DCX0,Other,Arthropoda,yes
B6DCX1,Other,Arthropoda,yes
I6RA66,Other,Arthropoda,yes
I6S7G9,Other,Arthropoda,yes
I6R1R7,Other,Arthropoda,yes
I6S394,Other,Arthropoda,yes
B3EWX1,Other,Arthropoda,no
B3EWW3,Other,Arthropoda,no
B3EWW4,Other,Arthropoda,no
B3EWS5,Other,Arthropoda,yes
P58604,Other,Arthropoda,yes
Q8MTX1,Other,Arthropoda,yes
B6DD19,Other,Arthropoda,yes
B6DD20,Other,Arthropoda,yes
B6DD21,Other,Arthropoda,yes
B6DD22,Other,Arthropoda,yes
B6DD23,Other,Arthropoda,yes
B6DD24,Other,Arthropoda,yes
B6DD25,Other,Arthropoda,yes
B6DD26,Other,Arthropoda,yes
B6DD27,Other,Arthropoda,yes
B6DD28,Other,Arthropoda,yes
P0C2V2,Other,Arthropoda,no
P0DQF6,Other,Arthropoda,yes
P0DQF5,Other,Arthropoda,yes
P0DQZ2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DSK0,Other,Arthropoda,yes
P0CI24,Other,Mollusca,no
P0DSK2,,Arthropoda,yes
P83557,Other,Arthropoda,no
P83558,Other,Arthropoda,yes
P83560,Other,Arthropoda,yes
P83561,Other,Arthropoda,yes
P83562,Other,Arthropoda,yes
Q75WH6,Other,Arthropoda,yes
Q75WH4,,Arthropoda,yes
P0DQF7,Other,Arthropoda,yes
P0DUJ3,,Arthropoda,no
P0DUJ4,,Arthropoda,no
P0DQF8,Other,Arthropoda,yes
P83942,Other,Chordata,no
B6DD59,Other,Arthropoda,yes
A0A023W140,Other,Arthropoda,yes
A0A023W145,Other,Arthropoda,yes
B6DCU0,Other,Arthropoda,yes
B6DCU1,Other,Arthropoda,yes
B6DCU2,Other,Arthropoda,yes
B6DCU3,Other,Arthropoda,yes
B6DCU4,Other,Arthropoda,yes
B6DCU5,Other,Arthropoda,yes
B6DCU6,Other,Arthropoda,yes
B6DCU7,Other,Arthropoda,yes
B6DCU9,Other,Arthropoda,yes
B6DCU8,Other,Arthropoda,yes
A0A0A0V662,,Arthropoda,yes
A0A0A0VBR5,,Arthropoda,yes
P0DUS7,Other,Arthropoda,yes
P0DUS8,Other,Arthropoda,yes
P0DUS9,Other,Arthropoda,yes
P0DUT1,Other,Arthropoda,yes
P83906,Other,Chordata,yes
P67860,Other,Chordata,yes
C0K3N5,Other,Chordata,yes
P0DJ70,Venom Kunitz-type family,Arthropoda,yes
D5J9Q8,Venom Kunitz-type family,Chordata,yes
B5KL36,Venom Kunitz-type family,Chordata,yes
Q2ES46,Venom Kunitz-type family,Chordata,yes
A6MGX9,Venom Kunitz-type family,Chordata,yes
B5L5Q6,Venom Kunitz-type family,Chordata,yes
B5L5Q8,Venom Kunitz-type family,Chordata,yes
Q90W97,Venom Kunitz-type family,Chordata,yes
P0DJ72,Venom Kunitz-type family,Arthropoda,yes
B5KL37,Venom Kunitz-type family,Chordata,yes
P0DJ78,Venom Kunitz-type family,Arthropoda,yes
Q90W96,Venom Kunitz-type family,Chordata,yes
P0DJ73,Venom Kunitz-type family,Arthropoda,yes
P0DJ65,Venom Kunitz-type family,Arthropoda,yes
P14530,Venom metalloproteinase (M12B) family,Chordata,yes
Q7LZI5,Venom metalloproteinase (M12B) family,Chordata,no
Q7LZT4,Venom metalloproteinase (M12B) family,Chordata,no
Q5XUW8,Venom metalloproteinase (M12B) family,Chordata,yes
P68520,Venom metalloproteinase (M12B) family,Chordata,no
P31981,Venom metalloproteinase (M12B) family,Chordata,no
P31982,Venom metalloproteinase (M12B) family,Chordata,no
P31985,Venom metalloproteinase (M12B) family,Chordata,no
P68521,Venom metalloproteinase (M12B) family,Chordata,no
P31986,Venom metalloproteinase (M12B) family,Chordata,no
P31984,Venom metalloproteinase (M12B) family,Chordata,no
P31987,Venom metalloproteinase (M12B) family,Chordata,no
P31990,Venom metalloproteinase (M12B) family,Chordata,no
P22827,Venom metalloproteinase (M12B) family,Chordata,no
P22828,Venom metalloproteinase (M12B) family,Chordata,no
Q98SP2,Venom metalloproteinase (M12B) family,Chordata,yes
C9D7R3,,Arthropoda,yes
A0FKN6,,Arthropoda,yes
A0A1E1WVX2,Venom metalloproteinase (M12B) family,Arthropoda,yes
P0CJ17,,Arthropoda,yes
Q71QJ1,Peptidase S1 family,Chordata,yes
Q71QI8,Peptidase S1 family,Chordata,yes
Q71QI7,Peptidase S1 family,Chordata,yes
Q5W960,Peptidase S1 family,Chordata,yes
Q71QI1,Peptidase S1 family,Chordata,yes
B0FXM1,Peptidase S1 family,Chordata,yes
Q71QH6,Peptidase S1 family,Chordata,yes
Q5W959,Peptidase S1 family,Chordata,yes
B0FXM2,Peptidase S1 family,Chordata,yes
Q71QH9,Peptidase S1 family,Chordata,yes
B0FXM3,Peptidase S1 family,Chordata,yes
Q2PQJ3,Peptidase S1 family,Chordata,no
P0DJE9,Peptidase S1 family,Chordata,no
Q8UUK2,Peptidase S1 family,Chordata,yes
Q8AY80,Peptidase S1 family,Chordata,yes
Q8AY79,Peptidase S1 family,Chordata,yes
Q9PTL3,Peptidase S1 family,Chordata,yes
Q6T5L0,Peptidase S1 family,Chordata,no
O73800,Peptidase S1 family,Chordata,yes
Q8AY81,Peptidase S1 family,Chordata,yes
Q7SZE1,Peptidase S1 family,Chordata,yes
Q6IWF1,Peptidase S1 family,Chordata,no
Q8UUJ1,Peptidase S1 family,Chordata,no
Q8UUJ2,Peptidase S1 family,Chordata,no
E0Y421,Peptidase S1 family,Chordata,yes
B5U2W0,Peptidase S1 family,Arthropoda,yes
P24335,Other,Chordata,no
P58930,Other,Chordata,no
P0DSM3,Other,Arthropoda,no
P0DSM4,Other,Arthropoda,no
P82424,Other,Arthropoda,no
P0DSM5,Other,Arthropoda,no
P82425,Other,Arthropoda,no
P82426,Other,Arthropoda,no
P82427,Other,Arthropoda,no
P82428,Other,Arthropoda,no
F5CPD6,Snake three-finger toxin family,Chordata,yes
F5CPD7,Snake three-finger toxin family,Chordata,yes
F5CPD8,Snake three-finger toxin family,Chordata,yes
F5CPD9,Snake three-finger toxin family,Chordata,yes
P62389,Snake three-finger toxin family,Chordata,no
Q9YGC7,Snake three-finger toxin family,Chordata,yes
P60772,Snake three-finger toxin family,Chordata,no
F5CPE4,Snake three-finger toxin family,Chordata,yes
Q9YGJ6,Snake three-finger toxin family,Chordata,yes
Q9YGJ5,Snake three-finger toxin family,Chordata,yes
O57326,Snake three-finger toxin family,Chordata,yes
O57327,Snake three-finger toxin family,Chordata,yes
P62388,Snake three-finger toxin family,Chordata,no
P0CG02,Snake three-finger toxin family,Chordata,no
P25495,Snake three-finger toxin family,Chordata,no
P14613,Snake three-finger toxin family,Chordata,no
P82849,Snake three-finger toxin family,Chordata,no
P25496,Snake three-finger toxin family,Chordata,no
P10459,Snake three-finger toxin family,Chordata,yes
P0C554,Snake three-finger toxin family,Chordata,yes
Q9YGI8,Snake three-finger toxin family,Chordata,yes
P84716,Snake three-finger toxin family,Chordata,no
P25676,Snake three-finger toxin family,Chordata,no
P01415,Snake three-finger toxin family,Chordata,no
P43445,Snake three-finger toxin family,Chordata,yes
Q9W727,Snake three-finger toxin family,Chordata,yes
Q9DEQ3,Snake three-finger toxin family,Chordata,yes
P82464,Snake three-finger toxin family,Chordata,no
A8N286,Snake three-finger toxin family,Chordata,yes
Q8AY53,Snake three-finger toxin family,Chordata,yes
Q9YGI0,Snake three-finger toxin family,Chordata,yes
Q8AY52,Snake three-finger toxin family,Chordata,yes
Q800Y3,Snake three-finger toxin family,Chordata,yes
Q7ZT13,Snake three-finger toxin family,Chordata,yes
P79688,Snake three-finger toxin family,Chordata,yes
P18329,Snake three-finger toxin family,Chordata,yes
P01406,Snake three-finger toxin family,Chordata,no
Q1W695,Arthropod phospholipase D family,Arthropoda,yes
P0DM60,Arthropod phospholipase D family,Arthropoda,yes
Q8MMH3,Other,Arthropoda,yes
P85025,Other,Chordata,no
P0CJ34,Other,Chordata,no
P85024,Other,Chordata,no
P10521,Other,Arthropoda,no
P07493,Other,Arthropoda,no
P07494,Other,Arthropoda,no
P07495,Other,Arthropoda,no
P07496,Other,Arthropoda,no
P0CD67,Other,Arthropoda,no
P0CD68,Other,Arthropoda,no
P0CD69,Other,Arthropoda,no
P0C7J9,Other,Chordata,no
P0C7K1,Other,Chordata,no
P0C7K0,Other,Chordata,no
P0C7K2,Other,Chordata,no
P0C7K3,Other,Chordata,no
P85168,Other,Chordata,no
P0DM54,Other,Chordata,no
P85162,Other,Chordata,no
P0DKZ2,Other,Chordata,no
P0DKZ7,Other,Chordata,no
P0DKZ5,Other,Chordata,no
P0DL03,Other,Chordata,no
P0C7R7,Other,Chordata,no
P0DKZ6,Other,Chordata,no
P0C7R8,Other,Chordata,no
P0C7R9,Other,Chordata,no
P0C7S0,Other,Chordata,no
P0C7S2,Other,Chordata,no
P85169,Other,Chordata,no
P0DL02,Other,Chordata,no
P0DL06,Other,Chordata,no
P85163,Other,Chordata,no
P0C7R6,Other,Chordata,no
P0C7S7,Other,Chordata,no
P0DTX8,,Mollusca,yes
P0DTX9,,Mollusca,yes
P0DTY1,,Mollusca,yes
P0DUA3,,Mollusca,yes
P0DUA4,,Mollusca,yes
P0DUA5,,Mollusca,yes
P0DTY3,,Mollusca,yes
P0DTY6,,Mollusca,yes
P0DTY7,,Mollusca,yes
P0DTY8,,Mollusca,yes
P0DTZ2,,Mollusca,yes
P0DTZ8,,Mollusca,yes
P0DTZ9,,Mollusca,yes
P0DUA1,,Mollusca,yes
P0DUA2,,Mollusca,yes
S4UJW3,Other,Mollusca,yes
P28878,Other,Mollusca,no
P0DM21,Other,Mollusca,yes
P0CI05,Other,Mollusca,no
P58811,Other,Mollusca,yes
P69747,Other,Mollusca,yes
P0C8V4,Other,Mollusca,no
F5C0A0,Other,Mollusca,yes
P56640,Other,Mollusca,yes
C0HLK1,Other,Mollusca,no
P0C1W2,Other,Mollusca,no
P0DQY1,Other,Mollusca,no
P50985,Other,Mollusca,yes
P0C351,Other,Mollusca,no
P85009,Other,Mollusca,no
P0DPL8,Other,Mollusca,yes
B8QG00,Other,Arthropoda,yes
A0A1L4BJ42,Other,Arthropoda,yes
Q8AY75,Other,Chordata,no
Q3SB10,Other,Chordata,no
Q3SB12,Other,Chordata,no
Q3SB14,Other,Chordata,no
Q3SB15,Other,Chordata,no
Q3SB09,Other,Chordata,no
P0DP93,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DP94,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C3VVN6,Other,Mollusca,yes
C3VVN5,Other,Mollusca,yes
F6JWU8,Other,Mollusca,yes
F6JWU9,Other,Mollusca,yes
F6JWV0,Other,Mollusca,yes
F6JWV1,Other,Mollusca,yes
F6JWV2,Other,Mollusca,yes
F6JWV3,Other,Mollusca,yes
P0DUQ5,Other,Mollusca,yes
D6C4I8,Other,Mollusca,yes
Q2I2R5,Other,Mollusca,yes
P84706,Other,Mollusca,no
P0C6S3,Other,Mollusca,no
D6C4I9,Other,Mollusca,yes
P0DPJ2,Other,Mollusca,no
A0A7M4DUE8,Other,Mollusca,no
P0C349,Other,Mollusca,no
P0DKP9,Other,Mollusca,yes
P0C1N1,Other,Mollusca,yes
P0DPJ3,Other,Mollusca,no
H2BKJ0,Other,Mollusca,yes
P0DKQ0,Other,Mollusca,yes
Q5EHP3,Other,Mollusca,yes
P0C7I1,Other,Mollusca,yes
P56529,Other,Mollusca,yes
