identifier,Protein families,Phylum,has_fragment,has_signal_peptide
P0DSN5,Phospholipase A2 family,Arthropoda,yes,no
P0DL57,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0DL58,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0CH59,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes,no
P0CH70,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0CH72,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DL64,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B3EWN2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B3EWN3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0DPM4,Conotoxin O1 superfamily,Mollusca,no,yes
W4VRV4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
W4VSI9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
W4VSC0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
W4VS49,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P59888,Phospholipase A2 family,Arthropoda,no,no
Q9TXD8,Peptidase S1 family,Arthropoda,no,no
P0C247,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1C4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1C6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1C9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1C8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1C0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1C1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1H0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B1P1E6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0CH56,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0CH50,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0CH51,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
P0CH52,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B1P1I7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0CH54,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B1P1C2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P83974,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1B7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1B8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1H2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1E4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1A0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1F5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes,yes
B1P1F6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes,yes
B1P1F7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1G5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1A2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes,no
B1P1G8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1C7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1D6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1H9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1H1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1I8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0C2X7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1A4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
B1P1B9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P62520,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
O46028,Short scorpion toxin superfamily,Arthropoda,no,yes
P58504,Short scorpion toxin superfamily,Arthropoda,no,no
C0HM73,Short scorpion toxin superfamily,Arthropoda,yes,no
C0HJW2,Short scorpion toxin superfamily,Arthropoda,no,no
C0HM75,Short scorpion toxin superfamily,Arthropoda,yes,no
P60164,Short scorpion toxin superfamily,Arthropoda,no,no
P60165,Short scorpion toxin superfamily,Arthropoda,no,no
Q6WGI9,Short scorpion toxin superfamily,Arthropoda,no,no
A9QLM3,Short scorpion toxin superfamily,Arthropoda,no,yes
B5KF99,Short scorpion toxin superfamily,Arthropoda,no,yes
P59936,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C168,Short scorpion toxin superfamily,Arthropoda,no,no
P0C185,Short scorpion toxin superfamily,Arthropoda,no,no
P0C8L1,Short scorpion toxin superfamily,Arthropoda,no,no
P0CH12,Short scorpion toxin superfamily,Arthropoda,no,yes
P0CI47,Short scorpion toxin superfamily,Arthropoda,no,yes
P0CI48,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DQN5,Short scorpion toxin superfamily,Arthropoda,no,yes
P83243,Short scorpion toxin superfamily,Arthropoda,no,no
P83244,Short scorpion toxin superfamily,Arthropoda,no,no
P84630,Short scorpion toxin superfamily,Arthropoda,no,no
P0C8L2,Short scorpion toxin superfamily,Arthropoda,no,no
Q967F9,Short scorpion toxin superfamily,Arthropoda,no,yes
Q95NK7,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9BJX2,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9BKB4,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A059U906,Short scorpion toxin superfamily,Arthropoda,no,yes
A0ASK0,Short scorpion toxin superfamily,Arthropoda,no,yes
P60233,Short scorpion toxin superfamily,Arthropoda,no,no
Q8I0L5,Short scorpion toxin superfamily,Arthropoda,no,yes
P60208,Short scorpion toxin superfamily,Arthropoda,no,no
Q867F4,Short scorpion toxin superfamily,Arthropoda,no,yes
Q86SD8,Short scorpion toxin superfamily,Arthropoda,no,yes
P84777,Short scorpion toxin superfamily,Arthropoda,no,yes
Q5K0E0,Short scorpion toxin superfamily,Arthropoda,no,yes
Q86BX0,Short scorpion toxin superfamily,Arthropoda,no,yes
D9U2A8,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJO5,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C173,Short scorpion toxin superfamily,Arthropoda,no,no
Q9NBG9,Short scorpion toxin superfamily,Arthropoda,no,yes
Q8MQL0,Short scorpion toxin superfamily,Arthropoda,no,yes
D3JXM1,Short scorpion toxin superfamily,Arthropoda,no,yes
P45660,Short scorpion toxin superfamily,Arthropoda,no,no
B8XH42,Short scorpion toxin superfamily,Arthropoda,no,yes
B3EWY1,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DL45,Short scorpion toxin superfamily,Arthropoda,no,no
P0DL46,Short scorpion toxin superfamily,Arthropoda,no,no
Q95NJ8,Short scorpion toxin superfamily,Arthropoda,no,yes
P0CI46,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DMR8,Short scorpion toxin superfamily,Arthropoda,no,no
P0DMR9,Short scorpion toxin superfamily,Arthropoda,no,no
P60211,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C1X5,Short scorpion toxin superfamily,Arthropoda,no,no
P0C1X6,Short scorpion toxin superfamily,Arthropoda,no,yes
P83407,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJQ2,Short scorpion toxin superfamily,Arthropoda,no,no
P0C183,Short scorpion toxin superfamily,Arthropoda,no,no
B3A0L5,Short scorpion toxin superfamily,Arthropoda,no,no
P86271,Short scorpion toxin superfamily,Arthropoda,no,yes
P86270,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DQU5,Short scorpion toxin superfamily,Arthropoda,no,no
Q8MUB1,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ31,Short scorpion toxin superfamily,Arthropoda,no,no
P0DJ32,Short scorpion toxin superfamily,Arthropoda,no,no
P0DP36,Short scorpion toxin superfamily,Arthropoda,no,yes
F1CIY9,Short scorpion toxin superfamily,Arthropoda,no,yes
F1CJ67,Short scorpion toxin superfamily,Arthropoda,no,yes
F1CJ80,Short scorpion toxin superfamily,Arthropoda,no,yes
B8XH30,Short scorpion toxin superfamily,Arthropoda,no,yes
B8XH45,Short scorpion toxin superfamily,Arthropoda,no,yes
B8XH47,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DW84,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HKB2,Short scorpion toxin superfamily,Arthropoda,no,no
A7KJJ7,Short scorpion toxin superfamily,Arthropoda,no,yes
D9U2B2,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A059UI21,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DL65,Short scorpion toxin superfamily,Arthropoda,no,yes
B8XH44,Short scorpion toxin superfamily,Arthropoda,no,yes
P0CI83,Short scorpion toxin superfamily,Arthropoda,no,yes
P0CI84,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A059UEE4,Short scorpion toxin superfamily,Arthropoda,no,yes
R4GUQ3,Short scorpion toxin superfamily,Arthropoda,no,yes
D9U2A6,Short scorpion toxin superfamily,Arthropoda,no,yes
R4GUQ1,Short scorpion toxin superfamily,Arthropoda,no,yes
P0CI86,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DL33,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DL34,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DL35,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DL62,Short scorpion toxin superfamily,Arthropoda,no,no
C0HM22,Short scorpion toxin superfamily,Arthropoda,yes,no
P13487,Short scorpion toxin superfamily,Arthropoda,no,yes
P45628,Short scorpion toxin superfamily,Arthropoda,no,yes
P24663,Short scorpion toxin superfamily,Arthropoda,no,no
P0C167,Short scorpion toxin superfamily,Arthropoda,no,no
Q9NII6,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9NII5,Short scorpion toxin superfamily,Arthropoda,no,yes
P59848,Short scorpion toxin superfamily,Arthropoda,yes,no
P83112,Short scorpion toxin superfamily,Arthropoda,no,no
P0C182,Short scorpion toxin superfamily,Arthropoda,no,no
P59943,Short scorpion toxin superfamily,Arthropoda,no,yes
P59944,Short scorpion toxin superfamily,Arthropoda,no,no
H2ETQ6,Short scorpion toxin superfamily,Arthropoda,no,yes
H2ER23,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HJQ8,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HJQ7,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJS9,Short scorpion toxin superfamily,Arthropoda,no,no
H2ER22,Short scorpion toxin superfamily,Arthropoda,no,yes
P08815,Short scorpion toxin superfamily,Arthropoda,no,no
P40755,Short scorpion toxin superfamily,Arthropoda,no,no
P45629,Short scorpion toxin superfamily,Arthropoda,no,no
Q9TXD1,Short scorpion toxin superfamily,Arthropoda,no,no
P59847,Short scorpion toxin superfamily,Arthropoda,no,no
P59849,Short scorpion toxin superfamily,Arthropoda,yes,no
P45630,Short scorpion toxin superfamily,Arthropoda,yes,no
P0C161,Short scorpion toxin superfamily,Arthropoda,no,no
P0C162,Short scorpion toxin superfamily,Arthropoda,no,no
C0HM74,Short scorpion toxin superfamily,Arthropoda,yes,no
P0C163,Short scorpion toxin superfamily,Arthropoda,no,no
P0C164,Short scorpion toxin superfamily,Arthropoda,no,no
P0C165,Short scorpion toxin superfamily,Arthropoda,no,no
P85529,Short scorpion toxin superfamily,Arthropoda,no,no
P0DL43,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJW1,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJW6,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJW5,Short scorpion toxin superfamily,Arthropoda,no,no
P0DL70,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJT0,Short scorpion toxin superfamily,Arthropoda,no,no
P0DUI4,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HM76,Short scorpion toxin superfamily,Arthropoda,yes,no
C0HM77,Short scorpion toxin superfamily,Arthropoda,yes,no
C0HM72,Short scorpion toxin superfamily,Arthropoda,yes,no
C0HM78,Short scorpion toxin superfamily,Arthropoda,yes,no
P59850,Short scorpion toxin superfamily,Arthropoda,yes,no
P59851,Short scorpion toxin superfamily,Arthropoda,yes,no
P24662,Short scorpion toxin superfamily,Arthropoda,no,no
P46111,Short scorpion toxin superfamily,Arthropoda,no,no
P46112,Short scorpion toxin superfamily,Arthropoda,no,no
P46110,Short scorpion toxin superfamily,Arthropoda,no,no
P45696,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9NII7,Short scorpion toxin superfamily,Arthropoda,no,yes
P55896,Short scorpion toxin superfamily,Arthropoda,no,no
P59886,Short scorpion toxin superfamily,Arthropoda,no,no
P59290,Short scorpion toxin superfamily,Arthropoda,no,no
P0C908,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C909,Short scorpion toxin superfamily,Arthropoda,no,no
P0C8R1,Short scorpion toxin superfamily,Arthropoda,no,no
P86396,Short scorpion toxin superfamily,Arthropoda,no,no
B3EWY0,Short scorpion toxin superfamily,Arthropoda,yes,no
K7XFK5,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DL44,Short scorpion toxin superfamily,Arthropoda,no,no
C0HJQ4,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HJQ6,Short scorpion toxin superfamily,Arthropoda,no,no
P0DUK8,Short scorpion toxin superfamily,Arthropoda,no,no
P46114,Short scorpion toxin superfamily,Arthropoda,no,yes
P56219,Short scorpion toxin superfamily,Arthropoda,no,yes
P59925,Short scorpion toxin superfamily,Arthropoda,no,no
P60210,Short scorpion toxin superfamily,Arthropoda,no,no
Q5G8B6,Short scorpion toxin superfamily,Arthropoda,no,yes
P0CB56,Short scorpion toxin superfamily,Arthropoda,no,no
P0DPT4,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HM65,Short scorpion toxin superfamily,Arthropoda,no,no
P16341,Short scorpion toxin superfamily,Arthropoda,no,no
P31719,Short scorpion toxin superfamily,Arthropoda,no,no
Q9TVX3,Short scorpion toxin superfamily,Arthropoda,no,yes
P59869,Short scorpion toxin superfamily,Arthropoda,no,no
P59870,Short scorpion toxin superfamily,Arthropoda,no,no
Q10726,Short scorpion toxin superfamily,Arthropoda,no,no
P80719,Short scorpion toxin superfamily,Arthropoda,no,no
P59867,Short scorpion toxin superfamily,Arthropoda,no,no
P58498,Short scorpion toxin superfamily,Arthropoda,no,no
P58490,Short scorpion toxin superfamily,Arthropoda,no,no
Q6XLL9,Short scorpion toxin superfamily,Arthropoda,no,yes
Q6XLL8,Short scorpion toxin superfamily,Arthropoda,no,yes
Q6XLL7,Short scorpion toxin superfamily,Arthropoda,no,yes
Q6XLL6,Short scorpion toxin superfamily,Arthropoda,no,yes
Q6XLL5,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C194,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C166,Short scorpion toxin superfamily,Arthropoda,no,no
P84094,Short scorpion toxin superfamily,Arthropoda,no,no
P84864,Short scorpion toxin superfamily,Arthropoda,no,no
P85528,Short scorpion toxin superfamily,Arthropoda,no,no
C5J896,Short scorpion toxin superfamily,Arthropoda,no,yes
P86116,Short scorpion toxin superfamily,Arthropoda,no,no
P0DL37,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HJN0,Short scorpion toxin superfamily,Arthropoda,no,no
P86115,Short scorpion toxin superfamily,Arthropoda,yes,no
P86105,Short scorpion toxin superfamily,Arthropoda,yes,no
P86106,Short scorpion toxin superfamily,Arthropoda,yes,no
P55927,Short scorpion toxin superfamily,Arthropoda,yes,yes
P55928,Short scorpion toxin superfamily,Arthropoda,no,no
P56215,Short scorpion toxin superfamily,Arthropoda,no,no
Q9U8D2,Short scorpion toxin superfamily,Arthropoda,no,yes
P80670,Short scorpion toxin superfamily,Arthropoda,no,no
P80671,Short scorpion toxin superfamily,Arthropoda,no,no
P0CC12,Short scorpion toxin superfamily,Arthropoda,no,yes
P86400,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HJQ5,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A1L2FZD4,Short scorpion toxin superfamily,Arthropoda,no,yes
E4VP43,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9NJP7,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9U8D1,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HMB3,Short scorpion toxin superfamily,Arthropoda,no,no
P80669,Short scorpion toxin superfamily,Arthropoda,no,no
P60209,Short scorpion toxin superfamily,Arthropoda,no,no
P84744,Short scorpion toxin superfamily,Arthropoda,no,no
P83405,Short scorpion toxin superfamily,Arthropoda,no,no
P83406,Short scorpion toxin superfamily,Arthropoda,no,no
B8XH46,Short scorpion toxin superfamily,Arthropoda,no,yes
B8XH33,Short scorpion toxin superfamily,Arthropoda,yes,yes
P86398,Short scorpion toxin superfamily,Arthropoda,no,no
B3EWX9,Short scorpion toxin superfamily,Arthropoda,no,no
P15230,Short scorpion toxin superfamily,Arthropoda,no,no
P0C8X7,Short scorpion toxin superfamily,Arthropoda,yes,no
P0C8X8,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9BN12,Short scorpion toxin superfamily,Arthropoda,no,no
P0C8X9,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9BN11,Short scorpion toxin superfamily,Arthropoda,no,no
E4VP04,Short scorpion toxin superfamily,Arthropoda,no,yes
E4VP41,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C8X6,Short scorpion toxin superfamily,Arthropoda,no,no
B8XH38,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HM60,Short scorpion toxin superfamily,Arthropoda,no,no
P0CJ24,Short scorpion toxin superfamily,Arthropoda,no,yes
P45661,Short scorpion toxin superfamily,Arthropoda,yes,no
P0DQU3,Short scorpion toxin superfamily,Arthropoda,no,no
P0C174,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C175,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C176,Short scorpion toxin superfamily,Arthropoda,no,yes
Q9BKB7,Short scorpion toxin superfamily,Arthropoda,no,yes
P59938,Short scorpion toxin superfamily,Arthropoda,no,yes
P82851,Short scorpion toxin superfamily,Arthropoda,no,no
P83655,Short scorpion toxin superfamily,Arthropoda,no,no
P0DJ33,Short scorpion toxin superfamily,Arthropoda,no,yes
C0HLG4,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C1Z3,Short scorpion toxin superfamily,Arthropoda,no,no
P0C1Z4,Short scorpion toxin superfamily,Arthropoda,no,no
P86110,Short scorpion toxin superfamily,Arthropoda,no,yes
C5J893,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ34,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ35,Short scorpion toxin superfamily,Arthropoda,yes,yes
C0HKB3,Short scorpion toxin superfamily,Arthropoda,no,no
P0DJ36,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ37,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ38,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ39,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ40,Short scorpion toxin superfamily,Arthropoda,no,yes
P0DJ41,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A218QXT6,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A218QX22,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A218QXG2,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A218QWZ8,Short scorpion toxin superfamily,Arthropoda,no,yes
A0A218QWZ7,Short scorpion toxin superfamily,Arthropoda,no,yes
D9U2B0,Short scorpion toxin superfamily,Arthropoda,no,yes
P0C5F0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0C5F1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P58910,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
B3EWF2,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWF3,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWF4,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWF5,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
B3EWF6,Neurotoxin 19 (CSTX) family,Arthropoda,no,yes
A0A7S8MVN3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q9BPJ1,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ8,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ0,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ2,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ6,Conotoxin M superfamily,Mollusca,no,yes
Q9BPI9,Conotoxin M superfamily,Mollusca,no,yes
Q9BP45,Conotoxin M superfamily,Mollusca,yes,no
Q9BPI6,Conotoxin M superfamily,Mollusca,no,yes
Q9BPI7,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ5,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ3,Conotoxin M superfamily,Mollusca,no,yes
Q9BPH7,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ4,Conotoxin M superfamily,Mollusca,no,yes
Q9BPJ9,Conotoxin M superfamily,Mollusca,no,yes
Q9BPI3,Conotoxin M superfamily,Mollusca,no,yes
Q9BPI4,Conotoxin M superfamily,Mollusca,no,yes
Q9BPK0,Conotoxin M superfamily,Mollusca,no,yes
Q9BPI5,Conotoxin M superfamily,Mollusca,no,yes
Q9BPI8,Conotoxin M superfamily,Mollusca,no,yes
P0DPK8,Conotoxin M superfamily,Mollusca,no,no
P0DPK9,Conotoxin M superfamily,Mollusca,no,no
P0DPL0,Conotoxin M superfamily,Mollusca,no,no
P0C1N2,Conotoxin M superfamily,Mollusca,no,yes
P0C1N3,Conotoxin M superfamily,Mollusca,no,yes
P0CH22,Conotoxin M superfamily,Mollusca,yes,yes
Q2I2Q1,Conotoxin M superfamily,Mollusca,no,yes
P0DOZ8,Conotoxin M superfamily,Mollusca,no,no
P58623,Conotoxin M superfamily,Mollusca,no,no
P0DP10,Conotoxin M superfamily,Mollusca,no,no
P0C1M9,Conotoxin M superfamily,Mollusca,no,no
P0DL85,Conotoxin M superfamily,Mollusca,no,no
P58841,Conotoxin M superfamily,Mollusca,no,no
P58624,Conotoxin M superfamily,Mollusca,no,no
P0C1N0,Conotoxin M superfamily,Mollusca,no,no
P58842,Conotoxin M superfamily,Mollusca,no,no
P0C1N8,Conotoxin M superfamily,Mollusca,no,yes
P0DP11,Conotoxin M superfamily,Mollusca,no,no
P0C424,Conotoxin M superfamily,Mollusca,no,no
P58846,Conotoxin M superfamily,Mollusca,no,yes
C0HKY8,Conotoxin M superfamily,Mollusca,no,no
P86260,Conotoxin M superfamily,Mollusca,no,no
C0HKY9,Conotoxin M superfamily,Mollusca,no,no
P86262,Conotoxin M superfamily,Mollusca,no,no
C0HKZ0,Conotoxin M superfamily,Mollusca,no,no
P0C1N7,Conotoxin M superfamily,Mollusca,no,yes
P0C1N5,Conotoxin M superfamily,Mollusca,no,yes
C0HKZ3,Conotoxin M superfamily,Mollusca,no,no
P0DPL2,Conotoxin M superfamily,Mollusca,no,no
P0DPL3,Conotoxin M superfamily,Mollusca,no,no
Q9BPJ7,Conotoxin M superfamily,Mollusca,no,yes
P86263,Conotoxin M superfamily,Mollusca,no,no
B6V6L0,Conotoxin M superfamily,Mollusca,no,yes
P0DKQ3,Conotoxin M superfamily,Mollusca,no,yes
P0DKQ4,Conotoxin M superfamily,Mollusca,no,no
P0DKQ5,Conotoxin M superfamily,Mollusca,no,yes
P0DKQ6,Conotoxin O1 superfamily,Mollusca,no,yes
A0A1Z0YU59,Venom Kunitz-type family,Chordata,no,no
C0HLA5,Venom Kunitz-type family,Chordata,no,no
C0HLA6,Venom Kunitz-type family,Chordata,no,no
C0HLA7,Venom Kunitz-type family,Chordata,no,no
C0HLA8,Venom Kunitz-type family,Chordata,no,no
C0HLA9,Venom Kunitz-type family,Chordata,no,no
P00983,Venom Kunitz-type family,Chordata,no,no
C0HLB0,Venom Kunitz-type family,Chordata,no,no
P56569,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q86BW9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
P59853,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,yes
Q7YT39,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,yes
P0DRC5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q9TWR4,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,no
Q9TWD3,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,no
A0A0N9LWM6,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,yes
P82656,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,no
E4VP11,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,yes
Q9Y0X4,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no,yes
