identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
D2Y2B3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2H5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2A3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2A4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2A5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2A6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2A7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2A8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2A9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2H3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2H4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2C0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B6,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B7,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B8,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2B9,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D8,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D9,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y262,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y263,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y264,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y265,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y266,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y267,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y268,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y269,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y270,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y292,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y293,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y294,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y295,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y296,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y297,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y298,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2I1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2I2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2P3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2P6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y253,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y254,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y255,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y256,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y257,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y258,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y259,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y260,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y261,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y271,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2P8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y272,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y273,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y274,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y275,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y276,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y277,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y278,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y279,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y280,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y281,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y282,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y283,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y284,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y285,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y286,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y287,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y288,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y289,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y290,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y291,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2H9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2I0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2P5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2C5,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2C7,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2C8,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2C6,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y251,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2P2,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y252,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2H1,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2H2,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N9,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2P0,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2P1,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y299,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1X6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1X7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1X8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2C9,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2H0,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D0,,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y204,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y205,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y207,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y208,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y209,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y211,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y212,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y228,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y229,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y230,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y206,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2I9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y210,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2L0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2L2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2L3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y213,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y214,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y215,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y216,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y217,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y218,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y219,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y220,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y221,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y231,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y222,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y223,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y224,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y225,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y226,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y227,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2J9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2K1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1X9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y2,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D2,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2I3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Y9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z2,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y1Z9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y200,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y201,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y202,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y203,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2I5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2I6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y232,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y233,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2D7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y234,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y235,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2C3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y240,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y241,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y242,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y243,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y248,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y249,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y250,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y244,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y245,Huwentoxin-1 family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
D2Y246,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y247,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2G9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M2,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2M9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N2,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N6,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2N7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y236,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2E9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2F0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y237,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y239,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2L7,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y238,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2F1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2L5,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
D2Y2L8,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
A0A0J9X1W9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P86447,,,Chordata,terrestrial,Lepidosauria,Squamata
P86446,,,Chordata,terrestrial,Lepidosauria,Squamata
Q86LR2,Other,,Cnidaria,terrestrial,Hydrozoa,Anthoathecata
Q564A5,Other,,Cnidaria,terrestrial,Hydrozoa,Anthoathecata
Q52SK6,Other,,Cnidaria,terrestrial,Hydrozoa,Anthoathecata
Q52SK7,Other,,Cnidaria,terrestrial,Hydrozoa,Anthoathecata
P0DL57,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DL58,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0DL59,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CH59,Huwentoxin-1 family,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CH70,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0CH72,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P0CH73,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CH74,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CH76,,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0CH77,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0CH78,,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0DL64,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
Q7M471,,fragment,Arthropoda,terrestrial,Insecta,Hymenoptera
B3EWN2,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B3EWN3,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
P49370,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q5D7H4,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q08169,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P49371,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P86687,Other,fragment,Arthropoda,terrestrial,Insecta,Hymenoptera
P0CH89,Other,fragment,Arthropoda,terrestrial,Insecta,Hymenoptera
A3QVN9,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A3QVN3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P86100,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P85841,Other,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
A3QVP0,Other,,Chordata,terrestrial,Lepidosauria,Squamata
W0HFN9,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
A3QVN4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A3QVN5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
I0CME8,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
I0CME7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C0HKM3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
J3S820,Other,,Chordata,terrestrial,Lepidosauria,Squamata
B3EWP2,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
A3QVN2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
A3QVN6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
R4J7Z9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P86274,Other,fragment,Arthropoda,terrestrial,Arachnida,Araneae
P0C8X3,Other,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P86824,,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
Q5EF78,,,Arthropoda,terrestrial,Insecta,Hymenoptera
Q5BLY4,,,Arthropoda,terrestrial,Insecta,Hymenoptera
W4VS46,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRV2,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRX8,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI7,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSB7,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VS32,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRV1,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRX3,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI6,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSB2,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRV4,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
W4VS23,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRU9,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRX0,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI5,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSB0,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VS20,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRU8,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRW6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSA7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRY9,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VS15,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRU6,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRW4,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSA5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VS12,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRU5,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRW1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI1,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSA2,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI9,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
W4VS08,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRU3,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRV7,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSC0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
W4VS49,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRV3,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VRY7,Other,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSI8,,,Arthropoda,terrestrial,Arachnida,Araneae
W4VSB9,,,Arthropoda,terrestrial,Arachnida,Araneae
G4V4G1,,,Arthropoda,terrestrial,Arachnida,Araneae
P0C1B8,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
A0A0B5AC95,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ABE6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A8Q2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ABE4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A7P2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5AC98,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A7M7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ADV0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A8Q6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A7N8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ADU4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ADT9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ABD9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A7N1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ADT3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A7N5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A8P8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5AC90,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5A8P4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5AC86,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0B5ABD5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0F7YYV0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58609,Other,,Arthropoda,terrestrial,Insecta,Other
P59868,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P59888,Phospholipase A2 family,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q9TXD8,Peptidase S1 family,,Arthropoda,terrestrial,Arachnida,Araneae
Q9TWH3,,,Arthropoda,terrestrial,Arachnida,Araneae
Q9PTA2,,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P85042,,fragment,Chordata,terrestrial,Lepidosauria,Squamata
B3EWQ0,Other,,Arthropoda,terrestrial,Arachnida,Araneae
P0C247,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B1P1E1,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
B1P1E0,Huwentoxin-1 family,,Arthropoda,terrestrial,Arachnida,Araneae
