identifier,Protein families,Phylum,has_signal_peptide
P86404,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P86405,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D8UWD3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D8UWD5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D8UWD8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
D8UWD6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P46066,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P45664,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95WD3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P45665,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DQU6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C1IBY0,Peptidase S1 family,Arthropoda,yes
P68721,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68722,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68723,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68724,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P01497,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P55902,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P82811,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5H1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P19856,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O61668,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P15147,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P80962,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59863,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P24336,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P82812,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5H2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q26292,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P19855,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68727,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0C5I3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5I9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0C5J0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P82813,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DJK9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q17231,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P21150,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P55903,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P82814,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q17230,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P81504,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P55904,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P81240,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59864,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q8T3T0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9XY87,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95WX6,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9Y1U3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P56637,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q8I0K7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
O76963,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O77091,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
B5U6Y6,Snaclec family,Chordata,yes
B5U6Y7,Snaclec family,Chordata,yes
Q9PSM6,Snaclec family,Chordata,no
Q9PSM5,Snaclec family,Chordata,no
Q6X5T5,Snaclec family,Chordata,yes
Q719L9,Snaclec family,Chordata,yes
Q6X5S9,Snaclec family,Chordata,yes
Q6X5T0,Snaclec family,Chordata,yes
Q6X5S3,Snaclec family,Chordata,yes
B0VXV0,Snaclec family,Chordata,yes
Q6T7B6,Snaclec family,Chordata,yes
Q6X5S7,Snaclec family,Chordata,yes
B0VXV1,Snaclec family,Chordata,yes
Q6T7B5,Snaclec family,Chordata,yes
Q4PRD0,Snaclec family,Chordata,yes
B0VXV2,Snaclec family,Chordata,yes
Q4PRC9,Snaclec family,Chordata,yes
Q6X5S2,Snaclec family,Chordata,yes
Q6X5T3,Snaclec family,Chordata,yes
Q4PRC8,Snaclec family,Chordata,yes
Q6X5S1,Snaclec family,Chordata,yes
Q6X5T2,Snaclec family,Chordata,yes
J3SBN9,Snaclec family,Chordata,yes
Q4PRC7,Snaclec family,Chordata,yes
Q4PRC6,Snaclec family,Chordata,yes
Q6X5S0,Snaclec family,Chordata,yes
Q6X5T1,Snaclec family,Chordata,yes
Q6X5S6,Snaclec family,Chordata,yes
J3SBP0,Snaclec family,Chordata,yes
Q9PSM9,Snaclec family,Chordata,no
P23806,Snaclec family,Chordata,yes
Q71RR2,Snaclec family,Chordata,yes
Q71RR1,Snaclec family,Chordata,yes
Q9PSM8,Snaclec family,Chordata,no
P23807,Snaclec family,Chordata,yes
Q6X5S4,Snaclec family,Chordata,yes
Q8JIV9,Snaclec family,Chordata,yes
B4XSY4,Snaclec family,Chordata,yes
P81111,Snaclec family,Chordata,no
Q8AYA5,Snaclec family,Chordata,yes
B4XSZ2,Snaclec family,Chordata,yes
P81112,Snaclec family,Chordata,no
P81113,Snaclec family,Chordata,no
B4XSZ4,Snaclec family,Chordata,yes
P81114,Snaclec family,Chordata,no
B4XSZ5,Snaclec family,Chordata,yes
B4XSZ6,Snaclec family,Chordata,yes
B4XSZ7,Snaclec family,Chordata,no
B4XSZ9,Snaclec family,Chordata,no
Q56EB1,Snaclec family,Chordata,yes
Q9DEF9,Snaclec family,Chordata,yes
B4XSY5,Snaclec family,Chordata,yes
Q8AV97,Snaclec family,Chordata,yes
Q71RQ1,Snaclec family,Chordata,yes
Q71RQ0,Snaclec family,Chordata,yes
Q71RP9,Snaclec family,Chordata,yes
Q71RP8,Snaclec family,Chordata,yes
Q56EB0,Snaclec family,Chordata,yes
Q9DEF8,Snaclec family,Chordata,yes
B4XSY6,Snaclec family,Chordata,yes
Q8AV98,Snaclec family,Chordata,yes
B4XSY7,Snaclec family,Chordata,yes
B4XSY8,Snaclec family,Chordata,no
B4XSY9,Snaclec family,Chordata,yes
B4XSZ0,Snaclec family,Chordata,yes
B4XSZ1,Snaclec family,Chordata,yes
Q7LZK5,Snaclec family,Chordata,no
P0C929,Snaclec family,Chordata,no
O93426,Snaclec family,Chordata,yes
P81508,Snaclec family,Chordata,no
Q38L02,Snaclec family,Chordata,yes
P81017,Snaclec family,Chordata,no
Q7T2Q1,Snaclec family,Chordata,yes
Q9YGG9,Snaclec family,Chordata,yes
Q9YGN5,Snaclec family,Chordata,yes
Q09GJ8,Snaclec family,Chordata,yes
Q7LZ71,Snaclec family,Chordata,no
D1MGU0,Snaclec family,Chordata,yes
P0DJL2,Snaclec family,Chordata,no
Q71RR4,Snaclec family,Chordata,yes
Q8AYA4,Snaclec family,Chordata,yes
B4XT00,Snaclec family,Chordata,yes
Q8AYA3,Snaclec family,Chordata,yes
B4XT01,Snaclec family,Chordata,yes
B4XT02,Snaclec family,Chordata,yes
B4XT03,Snaclec family,Chordata,yes
B4XT08,Snaclec family,Chordata,yes
P81115,Snaclec family,Chordata,yes
Q71RQ7,Snaclec family,Chordata,yes
Q71RQ9,Snaclec family,Chordata,yes
Q71RQ8,Snaclec family,Chordata,yes
P81116,Snaclec family,Chordata,yes
Q7LZK8,Snaclec family,Chordata,no
P0C930,Snaclec family,Chordata,no
O93427,Snaclec family,Chordata,yes
P81509,Snaclec family,Chordata,no
P0DJL5,Snaclec family,Chordata,no
Q7T247,Snaclec family,Chordata,yes
P81996,Snaclec family,Chordata,no
Q7T2Q0,Snaclec family,Chordata,yes
Q9YI92,Snaclec family,Chordata,yes
Q9YGN4,Snaclec family,Chordata,yes
Q9DG31,Snaclec family,Chordata,yes
Q09GK0,Snaclec family,Chordata,yes
D1MGU1,Snaclec family,Chordata,yes
P0DJL3,Snaclec family,Chordata,no
Q9DEA2,Snaclec family,Chordata,yes
Q9DEA1,Snaclec family,Chordata,yes
W5XDM0,Snaclec family,Chordata,yes
W5XCJ6,Snaclec family,Chordata,yes
P0DM38,Snaclec family,Chordata,yes
P0DM39,Snaclec family,Chordata,yes
J3RY43,Snaclec family,Chordata,yes
P22029,Snaclec family,Chordata,no
P81397,Snaclec family,Chordata,no
Q8JGT7,Snaclec family,Chordata,yes
P22030,Snaclec family,Chordata,no
P81398,Snaclec family,Chordata,no
Q8JGT6,Snaclec family,Chordata,yes
D2YW40,Snaclec family,Chordata,no
J3S3U6,Snaclec family,Chordata,yes
E2DQZ6,Snaclec family,Chordata,yes
E2DQZ5,Snaclec family,Chordata,yes
Q4PRD1,Snaclec family,Chordata,yes
Q7T045,Snaclec family,Chordata,yes
Q4PRD2,Snaclec family,Chordata,yes
Q696W1,Snaclec family,Chordata,yes
C0HKZ6,Snaclec family,Chordata,no
C0HKZ7,Snaclec family,Chordata,no
Q6TPH0,Snaclec family,Chordata,yes
Q6TPG9,Snaclec family,Chordata,yes
I7JUQ0,Snaclec family,Chordata,yes
I7ICN3,Snaclec family,Chordata,yes
Q5FZI6,Snaclec family,Chordata,yes
Q5FZI5,Snaclec family,Chordata,yes
Q9IAM1,Snaclec family,Chordata,yes
Q8JIW1,Snaclec family,Chordata,yes
Q9DG39,Snaclec family,Chordata,yes
Q9I841,Snaclec family,Chordata,no
Q9I840,Snaclec family,Chordata,yes
Q719L8,Snaclec family,Chordata,yes
Q8JIV8,Snaclec family,Chordata,yes
D9U2A1,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U297,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U2A5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI82,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI58,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U298,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
D9U2A0,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI54,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI57,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI56,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI50,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI51,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI52,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI81,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI59,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0CI55,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q8MQS8,Peptidase S1 family,Arthropoda,yes
Q7M4I3,Peptidase S1 family,Arthropoda,no
Q7Z269,Peptidase S1 family,Arthropoda,yes
E7CLP3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
E7CLP2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
F2YLA3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
E7CLP4,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
E7CLP5,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68725,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P68726,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DQO3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQO4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
A0A1D0BND9,Venom Kunitz-type family,Arthropoda,yes
A0A1D3IXR7,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,yes
P0DQT2,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
B6DCJ0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCJ1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCJ3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCJ4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCJ5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCJ6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCJ7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCJ9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCK9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCL9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCM9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCN9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCP0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCP1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCP2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCP3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCP4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCP5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P0DL72,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DJA9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P0DL73,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DPG5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C0HKG7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P60992,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DUC1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQV4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
C0HKG8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P0DOC5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DUC2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C0HKG9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P0DX56,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DL84,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84507,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DV95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
C0HLN4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P60991,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P56855,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P83745,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P86418,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P83996,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P83892,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P29426,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84508,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P60993,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DV96,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P83746,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCP6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCP7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
E7BLC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
B6DCQ5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCQ9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCR9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P83910,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCS5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCS9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P0CF01,Non-disulfide-bridged peptide (NDBP) superfamily,Arthropoda,no
P84509,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84510,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DM67,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P83747,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCT3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCT8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P56854,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DV62,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P61789,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P61790,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCV1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCV9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P0DW95,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DQO0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C244,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C245,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C246,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DCW1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCW9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCX9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCY9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ1,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ2,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ3,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ4,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ7,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ8,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DCZ9,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD00,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD01,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD03,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD04,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD05,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD06,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD02,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD10,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B3EWN0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B6DD07,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD08,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD09,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD11,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B6DD12,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B3EWT0,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B3EWT1,Neurotoxin 19 (CSTX) family,Arthropoda,no
B3EWS6,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P83919,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P81694,Neurotoxin 19 (CSTX) family,Arthropoda,yes
B3EWS5,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P58604,Neurotoxin 19 (CSTX) family,Arthropoda,yes
P0DPC2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84836,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84835,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P84837,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P56676,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P61103,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P83303,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P61104,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P60975,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P85506,Neurotoxin 19 (CSTX) family,Arthropoda,no
P56852,Neurotoxin 10 (Hwtx-1) family,Arthropoda,yes
P56853,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
