identifier,Protein families,Phylum,has_fragment
P69501,Other,Mollusca,no
P69497,Other,Mollusca,no
P0DKM1,Other,Mollusca,no
C7DQC1,Other,Mollusca,no
C7DQC2,Other,Mollusca,no
B1P1E1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1D9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1D0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C8,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1C1,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1D2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1G9,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1H0,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E6,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E7,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1E5,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F4,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
B1P1F3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
Q7LZ09,Other,Chordata,no
Q6T7B7,Other,Chordata,no
J3RZ81,Other,Chordata,no
P0DV71,Other,Arthropoda,no
P86170,Other,Arthropoda,no
P25687,Other,Chordata,no
P56569,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q86BW9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
O73799,Other,Chordata,no
P82656,Other,Arthropoda,no
E4VP11,Other,Arthropoda,no
Q9Y0X4,Other,Arthropoda,no
P83239,Other,Arthropoda,no
P83313,Other,Arthropoda,no
P83312,Other,Arthropoda,no
P0CF38,Other,Arthropoda,no
F1AWB0,Other,Arthropoda,no
N0EAL3,Other,Arthropoda,no
Q8N0N8,Other,Arthropoda,no
P83314,Other,Arthropoda,no
Q5G8B2,Other,Arthropoda,no
Q5VJS9,Other,Arthropoda,no
Q5G8B1,Other,Arthropoda,no
Q5G8B0,Other,Arthropoda,no
Q5G8A9,Other,Arthropoda,no
A0A0C4G489,Other,Arthropoda,no
P0C8L3,Other,Arthropoda,no
Q8MMJ7,Other,Arthropoda,no
Q8MTX2,Other,Arthropoda,no
P0DRB6,Other,Arthropoda,no
Q718F4,Other,Arthropoda,no
P0DRB7,Other,Arthropoda,no
Q6JQN2,Other,Arthropoda,no
A0A1E1WVR9,Other,Arthropoda,no
B9UIY3,Other,Arthropoda,no
E4VP07,Other,Arthropoda,no
C7B247,Other,Arthropoda,no
P0DJO3,Other,Arthropoda,no
P0DJ02,Other,Arthropoda,no
G1FE62,Other,Arthropoda,no
C0HL59,Other,Arthropoda,no
G8YYA5,Other,Arthropoda,no
C0HL58,Other,Arthropoda,no
G8YYA6,Other,Arthropoda,no
C0HL57,Other,Arthropoda,no
I0DEB3,Other,Arthropoda,no
I0DEB4,Other,Arthropoda,no
D6C4L6,Conotoxin O1 superfamily,Mollusca,no
B2KJ30,Conotoxin O1 superfamily,Mollusca,no
Q9BPA5,Conotoxin O1 superfamily,Mollusca,no
Q5K0C8,Conotoxin O1 superfamily,Mollusca,no
Q9BP87,Conotoxin O1 superfamily,Mollusca,no
P0CY67,Conotoxin O1 superfamily,Mollusca,yes
D6C4L7,Conotoxin O1 superfamily,Mollusca,no
Q9N669,Conotoxin O1 superfamily,Mollusca,yes
Q3YEE4,Conotoxin O1 superfamily,Mollusca,no
Q9BPA4,Conotoxin O1 superfamily,Mollusca,no
P0DW76,Conotoxin O1 superfamily,Mollusca,no
Q9XZL5,Conotoxin O1 superfamily,Mollusca,no
Q9TVY1,Conotoxin O1 superfamily,Mollusca,yes
A0A3G6IHA6,Conotoxin O1 superfamily,Mollusca,yes
P69748,Conotoxin O1 superfamily,Mollusca,no
P69749,Conotoxin O1 superfamily,Mollusca,no
D6C4K0,Conotoxin O1 superfamily,Mollusca,no
P69750,Conotoxin O1 superfamily,Mollusca,no
P58917,Conotoxin O1 superfamily,Mollusca,no
A0A0F6QDA5,Conotoxin O1 superfamily,Mollusca,yes
P0C1M8,Other,Mollusca,yes
P24160,Other,Mollusca,no
P0C8W8,,Arthropoda,yes
O42187,Phospholipase A2 family,Chordata,no
P81167,Phospholipase A2 family,Chordata,no
P59265,Phospholipase A2 family,Chordata,no
P04056,Phospholipase A2 family,Chordata,no
P20259,Phospholipase A2 family,Chordata,no
Q6EER2,Phospholipase A2 family,Chordata,no
Q6H3C5,Phospholipase A2 family,Chordata,no
P14424,Phospholipase A2 family,Chordata,no
Q9PTA6,Phospholipase A2 family,Chordata,yes
P0CAS3,Phospholipase A2 family,Chordata,no
P62022,Phospholipase A2 family,Chordata,no
C0HK05,Phospholipase A2 family,Chordata,yes
A0A193CHJ5,Phospholipase A2 family,Chordata,no
Q9I845,Phospholipase A2 family,Chordata,no
P20256,Phospholipase A2 family,Chordata,no
P11407,Phospholipase A2 family,Chordata,no
P86974,Phospholipase A2 family,Chordata,no
Q7LZQ6,Phospholipase A2 family,Chordata,yes
Q9PTA5,Phospholipase A2 family,Chordata,yes
P0CAS4,Phospholipase A2 family,Chordata,no
P14421,Phospholipase A2 family,Chordata,no
Q45Z42,Phospholipase A2 family,Chordata,no
P59067,Phospholipase A2 family,Chordata,yes
P59068,Phospholipase A2 family,Chordata,yes
P59069,Phospholipase A2 family,Chordata,yes
P59070,Phospholipase A2 family,Chordata,yes
P00614,Phospholipase A2 family,Chordata,no
P0DUG4,Phospholipase A2 family,Chordata,yes
Q7LZG2,Phospholipase A2 family,Chordata,yes
P0DP54,Phospholipase A2 family,Chordata,no
P0DM49,Phospholipase A2 family,Chordata,yes
P0DM50,Phospholipase A2 family,Chordata,yes
Q6PXP0,Phospholipase A2 family,Arthropoda,no
Q9BMK4,Phospholipase A2 family,Arthropoda,no
Q7M4I5,Phospholipase A2 family,Arthropoda,no
P00630,Phospholipase A2 family,Arthropoda,no
P59066,Phospholipase A2 family,Chordata,yes
Q7M4I6,Phospholipase A2 family,Arthropoda,no
P82971,Phospholipase A2 family,Arthropoda,no
P0DP56,Other,Chordata,no
F8S101,Other,Chordata,no
F8J2D3,Other,Chordata,no
P0DQR5,,Arthropoda,no
I6S7H5,Other,Arthropoda,no
A0A6B9L1A2,,Arthropoda,no
A0A6B9L8Y4,,Arthropoda,no
D1MEJ3,Other,Arthropoda,no
P69437,Other,Arthropoda,no
P17237,Other,Arthropoda,no
P86147,Other,Arthropoda,no
P0C1R0,Other,Arthropoda,no
P0C1R1,Other,Arthropoda,no
P0DX38,Other,Arthropoda,no
A0A6B9KZ90,Other,Arthropoda,no
A0A6B9L900,Other,Arthropoda,no
G4V3T9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q95P69,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q95WD2,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
E7CAU3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9N682,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P86992,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
Q9BLM0,Other,Arthropoda,no
P60257,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9BLM1,Other,Arthropoda,no
P60258,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
C0HK69,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
Q9BLM2,Other,Arthropoda,no
Q17254,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60259,Other,Arthropoda,no
P09982,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P0DW31,Long (4 C-C) scorpion toxin superfamily,Arthropoda,yes
P0DPT3,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P59896,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P01491,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60275,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P60276,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P80950,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
A0F0C2,Other,Arthropoda,no
P0C5J6,Other,Arthropoda,yes
Q9PS05,Other,Chordata,yes
J3SBP0,Other,Chordata,no
Q9PSM9,Other,Chordata,no
P23806,Other,Chordata,no
Q71RR2,Other,Chordata,no
Q71RR1,Other,Chordata,no
Q71RR0,Other,Chordata,yes
Q9PS06,Other,Chordata,yes
Q9PSM8,Other,Chordata,no
P22029,Other,Chordata,no
P81397,Other,Chordata,no
Q8JGT7,Other,Chordata,no
P22030,Other,Chordata,no
P81398,Other,Chordata,no
Q8JGT6,Other,Chordata,no
D2YW39,Other,Chordata,yes
D2YW40,Other,Chordata,no
C0HKZ7,Other,Chordata,no
P0CI98,Other,Arthropoda,no
P11057,Other,Arthropoda,no
Q5Y4U7,Other,Arthropoda,no
Q5Y4U6,Other,Arthropoda,no
A0A1D0BNA3,Other,Arthropoda,no
P0DN51,Other,Mollusca,no
A0A141TBR6,,Mollusca,no
P0DN52,Other,Mollusca,no
P0DN53,,Mollusca,no
P0DN54,Other,Mollusca,no
P0DN55,,Mollusca,no
P0DQO3,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0CI21,,Mollusca,no
P0CI16,,Mollusca,no
P0CI17,,Mollusca,no
P0CI18,,Mollusca,no
P0CI19,,Mollusca,no
P0CI08,,Mollusca,no
P0CI15,,Mollusca,no
P0CI14,,Mollusca,no
P0CI20,,Mollusca,no
P0DN62,,Mollusca,no
A0A1D0BR98,,Arthropoda,no
P0DN65,Other,Mollusca,no
P83580,Other,Arthropoda,no
P0C2L5,Other,Arthropoda,no
P0DMQ0,Other,Arthropoda,no
P56207,Other,Arthropoda,no
S0F1M4,Other,Arthropoda,no
A5A3H1,Other,Arthropoda,no
P0C2L4,Other,Arthropoda,no
P0C2L6,Other,Arthropoda,no
P0DMQ1,Other,Arthropoda,no
P81595,Other,Arthropoda,no
S0F1N7,Other,Arthropoda,no
A5A3H2,Other,Arthropoda,no
P0C2L7,Other,Arthropoda,no
P0DMQ2,Other,Arthropoda,no
P81596,Other,Arthropoda,no
A5A3H3,Other,Arthropoda,no
S0F1N6,Other,Arthropoda,no
P0DMQ3,Other,Arthropoda,no
P81597,Other,Arthropoda,no
A0A218QX39,,Arthropoda,no
D5KXH1,,Mollusca,no
D5KXG6,,Mollusca,yes
P0DQY2,,Mollusca,yes
P0C1X3,Other,Mollusca,yes
P0C1X4,Other,Mollusca,yes
B6DCS0,Other,Arthropoda,no
B6DCQ0,Other,Arthropoda,no
B6DCQ1,Other,Arthropoda,no
B6DCQ2,Other,Arthropoda,no
B6DCQ3,Other,Arthropoda,no
B6DCQ4,Other,Arthropoda,no
E7BLC7,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no
P83999,Other,Arthropoda,yes
B6DCQ5,Other,Arthropoda,no
B6DCQ6,Other,Arthropoda,no
B6DCQ7,Other,Arthropoda,no
B6DCQ8,Other,Arthropoda,no
B6DCQ9,Other,Arthropoda,no
B6DCR0,Other,Arthropoda,no
B6DCR1,Other,Arthropoda,no
B6DCR2,Other,Arthropoda,no
B6DCR3,Other,Arthropoda,no
B6DCR4,Other,Arthropoda,no
P0DPW7,Other,Arthropoda,no
A0A0R4I951,Other,Arthropoda,no
P0C245,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0C246,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DRD5,Other,Arthropoda,no
P0DXU2,Other,Arthropoda,no
P0DXU3,Other,Arthropoda,no
B6DCW1,Other,Arthropoda,no
B6DCW2,Other,Arthropoda,no
B6DCW3,Other,Arthropoda,no
B6DCW4,Other,Arthropoda,no
B6DCW5,Other,Arthropoda,no
B6DCW6,Other,Arthropoda,no
B6DCW7,Other,Arthropoda,no
B6DCW8,Other,Arthropoda,no
B6DCW9,Other,Arthropoda,no
B6DCX0,Other,Arthropoda,no
B6DCX1,Other,Arthropoda,no
I6RA66,Other,Arthropoda,no
I6S7G9,Other,Arthropoda,no
I6R1R7,Other,Arthropoda,no
I6S394,Other,Arthropoda,no
B3EWX1,Other,Arthropoda,no
B3EWW3,Other,Arthropoda,no
B3EWW4,Other,Arthropoda,no
B3EWS5,Other,Arthropoda,no
P58604,Other,Arthropoda,no
Q8MTX1,Other,Arthropoda,no
B6DD19,Other,Arthropoda,no
B6DD20,Other,Arthropoda,no
B6DD21,Other,Arthropoda,no
B6DD22,Other,Arthropoda,no
B6DD23,Other,Arthropoda,no
B6DD24,Other,Arthropoda,no
B6DD25,Other,Arthropoda,no
B6DD26,Other,Arthropoda,no
B6DD27,Other,Arthropoda,no
B6DD28,Other,Arthropoda,no
P0C2V2,Other,Arthropoda,no
P0DQF6,Other,Arthropoda,no
P0DQF5,Other,Arthropoda,no
P0DQZ2,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P85273,Other,Arthropoda,yes
P0DSK0,Other,Arthropoda,no
P0CI24,Other,Mollusca,no
P0DSK2,,Arthropoda,no
P83557,Other,Arthropoda,no
P83558,Other,Arthropoda,no
P83560,Other,Arthropoda,no
P83561,Other,Arthropoda,no
P83562,Other,Arthropoda,no
Q75WH6,Other,Arthropoda,no
Q75WH4,,Arthropoda,no
P0DQF7,Other,Arthropoda,no
P0DUJ3,,Arthropoda,no
P0DUJ4,,Arthropoda,no
P0DQF8,Other,Arthropoda,no
P83942,Other,Chordata,no
B6DD59,Other,Arthropoda,no
A0A023W140,Other,Arthropoda,no
A0A023W145,Other,Arthropoda,no
B6DCU0,Other,Arthropoda,no
B6DCU1,Other,Arthropoda,no
B6DCU2,Other,Arthropoda,no
B6DCU3,Other,Arthropoda,no
B6DCU4,Other,Arthropoda,no
B6DCU5,Other,Arthropoda,no
B6DCU6,Other,Arthropoda,no
B6DCU7,Other,Arthropoda,no
B6DCU9,Other,Arthropoda,no
B6DCU8,Other,Arthropoda,no
A0A0A0V662,,Arthropoda,no
A0A0A0VBR5,,Arthropoda,no
P0DUS7,Other,Arthropoda,no
P0DUS8,Other,Arthropoda,no
P0DUS9,Other,Arthropoda,no
P0DUT1,Other,Arthropoda,no
P83906,Other,Chordata,no
P67860,Other,Chordata,no
C0K3N5,Other,Chordata,no
P0DJ69,Venom Kunitz-type family,Arthropoda,yes
P0DJ70,Venom Kunitz-type family,Arthropoda,no
D5J9Q8,Venom Kunitz-type family,Chordata,no
B5KL36,Venom Kunitz-type family,Chordata,no
Q2ES46,Venom Kunitz-type family,Chordata,no
A6MGX9,Venom Kunitz-type family,Chordata,no
B5L5Q6,Venom Kunitz-type family,Chordata,no
B5L5Q8,Venom Kunitz-type family,Chordata,no
Q90W97,Venom Kunitz-type family,Chordata,no
P0DJ72,Venom Kunitz-type family,Arthropoda,no
B5KL37,Venom Kunitz-type family,Chordata,no
P0DJ78,Venom Kunitz-type family,Arthropoda,no
Q90W96,Venom Kunitz-type family,Chordata,no
P0DJ73,Venom Kunitz-type family,Arthropoda,no
P0DJ74,Venom Kunitz-type family,Arthropoda,yes
P0DJ65,Venom Kunitz-type family,Arthropoda,no
P14530,Venom metalloproteinase (M12B) family,Chordata,no
Q90WC0,Venom metalloproteinase (M12B) family,Chordata,yes
Q7LZI5,Venom metalloproteinase (M12B) family,Chordata,no
Q7LZT4,Venom metalloproteinase (M12B) family,Chordata,no
Q5XUW8,Venom metalloproteinase (M12B) family,Chordata,no
A2CJE5,Venom metalloproteinase (M12B) family,Chordata,yes
P68520,Venom metalloproteinase (M12B) family,Chordata,no
A2CJE6,Venom metalloproteinase (M12B) family,Chordata,yes
P31981,Venom metalloproteinase (M12B) family,Chordata,no
P31982,Venom metalloproteinase (M12B) family,Chordata,no
P31985,Venom metalloproteinase (M12B) family,Chordata,no
P68521,Venom metalloproteinase (M12B) family,Chordata,no
P31986,Venom metalloproteinase (M12B) family,Chordata,no
P31984,Venom metalloproteinase (M12B) family,Chordata,no
P31987,Venom metalloproteinase (M12B) family,Chordata,no
P31990,Venom metalloproteinase (M12B) family,Chordata,no
P22827,Venom metalloproteinase (M12B) family,Chordata,no
P22828,Venom metalloproteinase (M12B) family,Chordata,no
Q98SP2,Venom metalloproteinase (M12B) family,Chordata,no
Q0NZX5,Venom metalloproteinase (M12B) family,Chordata,yes
V9ZAX6,Venom metalloproteinase (M12B) family,Arthropoda,yes
V9Z9A3,Venom metalloproteinase (M12B) family,Arthropoda,yes
C9D7R3,,Arthropoda,no
P0DM61,,Arthropoda,yes
P0DM62,,Arthropoda,yes
P85975,Venom metalloproteinase (M12B) family,Arthropoda,yes
A0FKN6,,Arthropoda,no
A0A1E1WVX2,Venom metalloproteinase (M12B) family,Arthropoda,no
P0C8X4,Venom metalloproteinase (M12B) family,Arthropoda,yes
P20416,Venom metalloproteinase (M12B) family,Chordata,yes
Q9PS48,Venom metalloproteinase (M12B) family,Chordata,yes
P0C6S6,Venom metalloproteinase (M12B) family,Chordata,yes
P85103,Venom metalloproteinase (M12B) family,Chordata,yes
P86339,,Arthropoda,yes
P0CJ17,,Arthropoda,no
Q71QJ1,Peptidase S1 family,Chordata,no
Q71QI8,Peptidase S1 family,Chordata,no
Q71QI7,Peptidase S1 family,Chordata,no
Q5W960,Peptidase S1 family,Chordata,no
Q71QI1,Peptidase S1 family,Chordata,no
B0FXM1,Peptidase S1 family,Chordata,no
Q71QH6,Peptidase S1 family,Chordata,no
Q5W959,Peptidase S1 family,Chordata,no
B0FXM2,Peptidase S1 family,Chordata,no
Q71QH9,Peptidase S1 family,Chordata,no
B0FXM3,Peptidase S1 family,Chordata,no
P0DJG3,Peptidase S1 family,Chordata,yes
P81824,Peptidase S1 family,Chordata,yes
Q2PQJ3,Peptidase S1 family,Chordata,no
P0DJE9,Peptidase S1 family,Chordata,no
P0DJF1,Peptidase S1 family,Chordata,yes
D8MIA3,Peptidase S1 family,Chordata,yes
Q8UUK2,Peptidase S1 family,Chordata,no
Q8AY80,Peptidase S1 family,Chordata,no
Q8AY79,Peptidase S1 family,Chordata,no
Q9PTL3,Peptidase S1 family,Chordata,no
Q6T5L0,Peptidase S1 family,Chordata,no
O73800,Peptidase S1 family,Chordata,no
Q8AY81,Peptidase S1 family,Chordata,no
Q7SZE1,Peptidase S1 family,Chordata,no
P81882,Peptidase S1 family,Chordata,yes
P81883,Peptidase S1 family,Chordata,yes
P81884,Peptidase S1 family,Chordata,yes
Q6IWF1,Peptidase S1 family,Chordata,no
Q8UUJ1,Peptidase S1 family,Chordata,no
Q8UUJ2,Peptidase S1 family,Chordata,no
E0Y421,Peptidase S1 family,Chordata,no
Q9PRY9,Peptidase S1 family,Chordata,yes
B5U2W0,Peptidase S1 family,Arthropoda,no
K4LLQ2,Peptidase S1 family,Chordata,yes
P24335,Other,Chordata,no
P58930,Other,Chordata,no
P0DSM3,Other,Arthropoda,no
P0DSM4,Other,Arthropoda,no
P82424,Other,Arthropoda,no
P0DSM5,Other,Arthropoda,no
P82425,Other,Arthropoda,no
P82426,Other,Arthropoda,no
P82427,Other,Arthropoda,no
P82428,Other,Arthropoda,no
F5CPD6,Snake three-finger toxin family,Chordata,no
F5CPD7,Snake three-finger toxin family,Chordata,no
F5CPD8,Snake three-finger toxin family,Chordata,no
F5CPD9,Snake three-finger toxin family,Chordata,no
P62389,Snake three-finger toxin family,Chordata,no
Q9YGC7,Snake three-finger toxin family,Chordata,no
P60772,Snake three-finger toxin family,Chordata,no
F5CPE4,Snake three-finger toxin family,Chordata,no
P86425,Snake three-finger toxin family,Chordata,yes
Q9YGJ6,Snake three-finger toxin family,Chordata,no
Q9YGJ5,Snake three-finger toxin family,Chordata,no
O57326,Snake three-finger toxin family,Chordata,no
O57327,Snake three-finger toxin family,Chordata,no
P62388,Snake three-finger toxin family,Chordata,no
P0CG02,Snake three-finger toxin family,Chordata,no
P25495,Snake three-finger toxin family,Chordata,no
P14613,Snake three-finger toxin family,Chordata,no
P82849,Snake three-finger toxin family,Chordata,no
P25496,Snake three-finger toxin family,Chordata,no
P10459,Snake three-finger toxin family,Chordata,no
P0C554,Snake three-finger toxin family,Chordata,no
Q9YGI8,Snake three-finger toxin family,Chordata,no
P84716,Snake three-finger toxin family,Chordata,no
P0CAR2,Snake three-finger toxin family,Chordata,yes
P25676,Snake three-finger toxin family,Chordata,no
P01415,Snake three-finger toxin family,Chordata,no
P43445,Snake three-finger toxin family,Chordata,no
Q9W727,Snake three-finger toxin family,Chordata,no
Q9DEQ3,Snake three-finger toxin family,Chordata,no
P82464,Snake three-finger toxin family,Chordata,no
P86544,Snake three-finger toxin family,Chordata,yes
A8N286,Snake three-finger toxin family,Chordata,no
Q8AY53,Snake three-finger toxin family,Chordata,no
Q9YGI0,Snake three-finger toxin family,Chordata,no
Q8AY52,Snake three-finger toxin family,Chordata,no
Q800Y3,Snake three-finger toxin family,Chordata,no
Q7ZT13,Snake three-finger toxin family,Chordata,no
P79688,Snake three-finger toxin family,Chordata,no
P18329,Snake three-finger toxin family,Chordata,no
P01406,Snake three-finger toxin family,Chordata,no
Q7Z1N0,Arthropod phospholipase D family,Arthropoda,yes
P0C2K2,Arthropod phospholipase D family,Arthropoda,yes
P0C2L0,Arthropod phospholipase D family,Arthropoda,yes
Q7M485,Arthropod phospholipase D family,Arthropoda,yes
P69502,Arthropod phospholipase D family,Arthropoda,yes
C0JB07,Arthropod phospholipase D family,Arthropoda,yes
C0JB08,Arthropod phospholipase D family,Arthropoda,yes
Q1W695,Arthropod phospholipase D family,Arthropoda,no
P0DM60,Arthropod phospholipase D family,Arthropoda,no
P86348,,Chordata,yes
Q8MMH3,Other,Arthropoda,no
P85025,Other,Chordata,no
P0CJ34,Other,Chordata,no
P85024,Other,Chordata,no
P10521,Other,Arthropoda,no
P07493,Other,Arthropoda,no
P07494,Other,Arthropoda,no
P07495,Other,Arthropoda,no
P07496,Other,Arthropoda,no
P0CD67,Other,Arthropoda,no
P0CD68,Other,Arthropoda,no
P0CD69,Other,Arthropoda,no
P0C7J9,Other,Chordata,no
P0C7K1,Other,Chordata,no
P0C7K0,Other,Chordata,no
P0C7K2,Other,Chordata,no
P0C7K3,Other,Chordata,no
P85168,Other,Chordata,no
P0DM54,Other,Chordata,no
P85162,Other,Chordata,no
P0DKZ2,Other,Chordata,no
P0DKZ7,Other,Chordata,no
P0DKZ5,Other,Chordata,no
P0DL03,Other,Chordata,no
P0C7R7,Other,Chordata,no
P0DKZ6,Other,Chordata,no
P0C7R8,Other,Chordata,no
P0C7R9,Other,Chordata,no
P0C7S0,Other,Chordata,no
P0C7S2,Other,Chordata,no
P85169,Other,Chordata,no
P0DL02,Other,Chordata,no
P0DL06,Other,Chordata,no
P85163,Other,Chordata,no
P0C7R6,Other,Chordata,no
P0C7S7,Other,Chordata,no
P0DTX8,,Mollusca,no
P0DTX9,,Mollusca,no
P0DTY1,,Mollusca,no
P0DUA3,,Mollusca,no
P0DUA4,,Mollusca,no
P0DUA5,,Mollusca,no
P0DTY3,,Mollusca,no
P0DTY6,,Mollusca,no
P0DTY7,,Mollusca,no
P0DTY8,,Mollusca,no
P0DTZ2,,Mollusca,no
P0DTZ8,,Mollusca,no
P0DTZ9,,Mollusca,no
P0DUA1,,Mollusca,no
P0DUA2,,Mollusca,no
S4UJW3,Other,Mollusca,no
P0C1D0,Other,Mollusca,yes
P28878,Other,Mollusca,no
P0DM21,Other,Mollusca,no
P0CI05,Other,Mollusca,no
P58811,Other,Mollusca,no
P69747,Other,Mollusca,no
P0C8V4,Other,Mollusca,no
F5C0A0,Other,Mollusca,no
P56640,Other,Mollusca,no
C0HLK1,Other,Mollusca,no
P0DPT2,Other,Mollusca,yes
P0C1W2,Other,Mollusca,no
P0DQY1,Other,Mollusca,no
P50985,Other,Mollusca,no
P0C351,Other,Mollusca,no
P85009,Other,Mollusca,no
K4RNX9,Other,Mollusca,yes
A0A4P8XV20,Other,Mollusca,yes
P0DPL8,Other,Mollusca,no
B8QG00,Other,Arthropoda,no
A0A1L4BJ42,Other,Arthropoda,no
Q8AY75,Other,Chordata,no
Q3SB10,Other,Chordata,no
Q3SB12,Other,Chordata,no
Q3SB14,Other,Chordata,no
Q3SB15,Other,Chordata,no
Q3SB09,Other,Chordata,no
P0DP93,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
P0DP94,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no
C3VVN6,Other,Mollusca,no
C3VVN5,Other,Mollusca,no
F6JWU8,Other,Mollusca,no
F6JWU9,Other,Mollusca,no
F6JWV0,Other,Mollusca,no
F6JWV1,Other,Mollusca,no
F6JWV2,Other,Mollusca,no
F6JWV3,Other,Mollusca,no
P0DUQ5,Other,Mollusca,no
D6C4I8,Other,Mollusca,no
Q2I2R5,Other,Mollusca,no
P84706,Other,Mollusca,no
P0C6S3,Other,Mollusca,no
D6C4J2,,Mollusca,yes
D6C4I9,Other,Mollusca,no
P0DPJ2,Other,Mollusca,no
A0A7M4DUE8,Other,Mollusca,no
P0C349,Other,Mollusca,no
P0DKP9,Other,Mollusca,no
P0C1N1,Other,Mollusca,no
P0DPJ3,Other,Mollusca,no
H2BKJ0,Other,Mollusca,no
P0DKQ0,Other,Mollusca,no
Q5EHP3,Other,Mollusca,no
P0C7I1,Other,Mollusca,no
P56529,Other,Mollusca,no
P0DKQ1,Other,Mollusca,no
P0C425,Other,Mollusca,no
P60245,Other,Mollusca,no
A0A2I6EDM8,Other,Mollusca,yes
C0HKZ1,Other,Mollusca,no
P0DKQ2,Other,Mollusca,no
P0DPJ5,Other,Mollusca,no
P85016,Other,Mollusca,no
P85023,Other,Mollusca,no
D5L5Q7,Other,Mollusca,no
D5L5Q8,Other,Mollusca,yes
P85017,Other,Mollusca,no
A0A2I6EDL5,Other,Mollusca,yes
D5KR59,Conotoxin O1 superfamily,Mollusca,no
P0DL71,Other,Mollusca,no
P0C2B0,Other,Mollusca,no
P58849,Other,Mollusca,no
P0DTJ5,Other,Mollusca,no
Q1A3Q2,Other,Mollusca,no
P86258,Other,Mollusca,no
Q9BPE6,Other,Mollusca,no
P69768,Other,Mollusca,yes
P0C2B1,Other,Mollusca,no
P86259,Other,Mollusca,no
Q9BPE4,Other,Mollusca,no
P69766,Other,Mollusca,yes
C0HKY5,Other,Mollusca,no
P86264,Other,Mollusca,no
P0DPL7,Other,Mollusca,no
P0DPL4,Other,Mollusca,no
P0DPL5,Other,Mollusca,no
P0DPL6,Other,Mollusca,no
Q9BPH2,Other,Mollusca,no
Q9BPF8,Other,Mollusca,no
P86256,Other,Mollusca,no
P86257,Other,Mollusca,no
P58809,Other,Mollusca,no
C0HJV4,Other,Arthropoda,no
C0HJV5,Other,Arthropoda,no
C0HJV6,Other,Arthropoda,no
P15222,Short scorpion toxin superfamily,Arthropoda,no
A0A2P1BRQ0,Other,Chordata,no
A0A2P1BRP3,Other,Chordata,no
