identifier,Protein families,Fragment,Phylum,Habitat,Class,Order
P0CG46,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DOZ5,,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8D9,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P07231,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DOZ6,,,Mollusca,marine,Gastropoda,Neogastropoda
P69745,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D0PX86,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9E5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9E4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D0PX85,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP00,,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8E0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8E1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8E2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C8E3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DOZ4,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKY9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKZ0,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DKZ1,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P58806,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P17684,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F1CIZ6,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
B8XH22,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
Q8I6X9,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DM29,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
P0DUQ5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4I8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2R5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4J0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4I7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4J3,,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4J7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTJ7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C6S2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P84706,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C6S3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4J2,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
D6C4I9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DJL0,Other,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P0CI88,Other,fragment,Arthropoda,terrestrial,Arachnida,Scorpiones
P86399,Other,,Arthropoda,terrestrial,Arachnida,Scorpiones
E2E4F7,,,Chordata,terrestrial,Lepidosauria,Squamata
P0C8S6,,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BH51,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY74,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPH4,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDM2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDN8,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDM9,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDN1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY73,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDN3,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDN2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDN0,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7T5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPH3,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2D1P890,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9E6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5I2P0,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2Q5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPI1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5EHP1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKQ9,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7U2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5EHP4,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2Q4,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPH5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPL1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPI0,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPH8,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPH6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7V7,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2Q3,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G3C7U9,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2Q2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP43,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1N4,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH23,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDL3,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BPH9,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH21,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDM5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDL7,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q5EHP2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDL6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDM1,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DQV5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C1J5M5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTJ4,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1T9,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1U1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P01523,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C195,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1U2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DMA1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH15,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58925,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDN5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P60207,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q86DU6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BH73,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
H2BKS9,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C350,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
H2BK78,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C0HKY6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C1J5M6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1U0,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P01524,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH16,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85021,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C8V3,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CE77,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85022,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85018,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85019,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85020,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C0HKY7,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
C1J5M7,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P05482,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPJ2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A7M4DUE8,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C349,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKP9,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C1N1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPJ3,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
H2BKJ0,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKQ0,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q5EHP3,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C7I1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P56529,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKQ1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C425,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P60245,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDM8,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
C0HKZ1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DKQ2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPJ5,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDL4,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0C1N6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPJ6,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQM8,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CG45,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPJ7,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P69769,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDL2,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQO8,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPJ8,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP44,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P58926,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P58927,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9BP55,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DP12,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUR3,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUR4,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4L8,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9E9,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0C260,,,Mollusca,marine,Gastropoda,Neogastropoda
P85016,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P85023,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D5L5Q7,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D5L5Q8,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P85017,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A0A2I6EDL5,Conotoxin M superfamily,fragment,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2P8,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P84713,,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9F0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
D5KR59,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
D6C4I3,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
J7GY56,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
P0CH14,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
B0KZ78,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C8CK77,Other,,Mollusca,marine,Gastropoda,Neogastropoda
B0KZ79,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C8CK76,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2Q6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C8CK74,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C8CK79,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C8CK78,Other,,Mollusca,marine,Gastropoda,Neogastropoda
C8CK75,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM15,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR20,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR21,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR23,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR24,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR26,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR28,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR29,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR30,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR31,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR33,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR34,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR36,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR37,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR40,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR41,,,Mollusca,marine,Gastropoda,Neogastropoda
A6YR42,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A7LI90,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A7LI91,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A7LI92,Conotoxin O1 superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
A9UH01,,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DQX6,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0CH39,Conotoxin A superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TWL9,Phospholipase A2 family,,Mollusca,marine,Gastropoda,Neogastropoda
B2KPN7,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
Q9TWL8,,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2P1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2P2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DRC4,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DOZ2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9XYR5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0CB20,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQM6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQM7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P85015,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P85014,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DL76,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P85141,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P84700,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P84701,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P05487,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P86255,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A5C2A2T2,Phospholipase A2 family,,Mollusca,marine,Gastropoda,Neogastropoda
A0A5C1ZXT8,Phospholipase A2 family,,Mollusca,marine,Gastropoda,Neogastropoda
A0A5C1ZW08,Phospholipase A2 family,,Mollusca,marine,Gastropoda,Neogastropoda
P0DL71,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVR5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP19,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C250,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA6,,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVS2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2P3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9NDA7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVU0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA7,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPQ2,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUQ9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVR4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVS8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9NDA5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
W4VSA0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUC8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPQ0,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA8,,,Mollusca,marine,Gastropoda,Neogastropoda
Q9NDA6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUC6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DPQ1,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUA9,,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUC7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP16,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P0DP20,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP17,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP13,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP14,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58785,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58784,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C248,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0CY84,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUC5,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVS9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVT3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
X5IFY8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C249,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUC3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0K8TU78,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVS3,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1P8NVU1,Other,fragment,Mollusca,marine,Gastropoda,Neogastropoda
P62903,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58786,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58787,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0C837,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P83047,Other,,Mollusca,marine,Gastropoda,Neogastropoda
F5C3T9,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DP18,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUC4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9GU57,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q8I6V7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P81727,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A125S9F6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DTJ6,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q2I2P4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
Q9GU58,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P83390,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A0F7YYX3,,,Mollusca,marine,Gastropoda,Neogastropoda
B3SVF1,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
B3SVF0,Conotoxin M superfamily,,Mollusca,marine,Gastropoda,Neogastropoda
V5V9Y7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
V5V893,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A1X9QHL1,Other,,Cnidaria,marine,Anthozoa,Actiniaria
P0DUG3,Other,fragment,Cnidaria,marine,Anthozoa,Actiniaria
P0C1M1,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0C1M2,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P0C1M3,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
A0SPI1,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P17233,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P01518,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P17235,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P17232,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P17236,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P17231,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
P17234,Other,,Arthropoda,terrestrial,Insecta,Hymenoptera
A0A3G1VU73,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G1VU84,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G1VU81,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G1VU78,Other,,Mollusca,marine,Gastropoda,Neogastropoda
A0A3G1VU77,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P84705,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P84704,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P84707,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQH7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DQH8,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DUQ4,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P58805,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM26,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P85871,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM27,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DM28,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P0DOZ7,Other,,Mollusca,marine,Gastropoda,Neogastropoda
P81991,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q8UW25,Other,,Chordata,marine,Lepidosauria,Squamata
Q7T1K6,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P84805,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P86543,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ3,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXR4,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P81992,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ5,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q8UW11,Other,,Chordata,marine,Lepidosauria,Squamata
Q7ZZN8,Other,,Chordata,terrestrial,Lepidosauria,Squamata
P84808,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ2,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXR3,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ4,Other,,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXR2,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXR1,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXR0,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ9,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ8,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXQ7,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
Q2XXP3,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DL14,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P84807,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DL19,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
P0DL21,Other,fragment,Chordata,terrestrial,Lepidosauria,Squamata
