identifier,Protein families,Phylum,has_fragment,has_signal_peptide
P17235,Other,Arthropoda,no,no
P17232,Other,Arthropoda,no,no
P17236,Other,Arthropoda,no,no
P17231,Other,Arthropoda,no,no
P17234,Other,Arthropoda,no,no
A0A3G1VU73,Other,Mollusca,no,yes
A0A3G1VU84,Other,Mollusca,no,yes
A0A3G1VU81,Other,Mollusca,no,yes
A0A3G1VU78,Other,Mollusca,no,yes
A0A3G1VU77,Other,Mollusca,no,yes
P84705,Other,Mollusca,no,no
P84704,Other,Mollusca,no,yes
P84707,Other,Mollusca,no,yes
P0DQH7,Other,Mollusca,no,no
P0DQH8,Other,Mollusca,no,no
P0DUQ4,Other,Mollusca,no,yes
P58805,Other,Mollusca,no,no
P0DM26,Other,Mollusca,no,yes
P85871,Other,Mollusca,no,no
P0DM27,Other,Mollusca,no,yes
P0DM28,Other,Mollusca,no,no
P0DOZ7,Other,Mollusca,no,yes
P81991,Other,Chordata,yes,no
Q2XXQ6,Other,Chordata,no,yes
Q8UW25,Other,Chordata,no,yes
Q7T1K6,Other,Chordata,no,yes
P84805,Other,Chordata,no,yes
P86543,Other,Chordata,yes,no
Q2XXQ3,Other,Chordata,no,yes
Q2XXR4,Other,Chordata,yes,yes
P81992,Other,Chordata,yes,no
Q2XXQ5,Other,Chordata,no,yes
Q8UW11,Other,Chordata,no,yes
Q7ZZN8,Other,Chordata,no,yes
P84808,Other,Chordata,no,yes
Q2XXQ2,Other,Chordata,no,yes
Q2XXR3,Other,Chordata,yes,yes
Q2XXQ4,Other,Chordata,no,yes
Q2XXR2,Other,Chordata,yes,yes
Q2XXR1,Other,Chordata,yes,yes
Q2XXR0,Other,Chordata,yes,yes
Q2XXQ9,Other,Chordata,yes,yes
Q2XXQ8,Other,Chordata,yes,yes
Q2XXQ7,Other,Chordata,yes,yes
Q2XXP3,Other,Chordata,yes,yes
P0DL14,Other,Chordata,yes,no
P84807,Other,Chordata,yes,no
P0DL19,Other,Chordata,yes,no
P0DL21,Other,Chordata,yes,no
P0DL20,Other,Chordata,yes,no
Q2XXP2,Other,Chordata,yes,yes
P0DL15,Other,Chordata,yes,no
Q2XXP1,Other,Chordata,no,yes
P84804,Other,Chordata,yes,no
P84803,Other,Chordata,yes,no
P84806,Other,Chordata,yes,no
Q7ZTA0,Other,Chordata,no,yes
P81990,Other,Chordata,yes,no
A8S6B6,Other,Chordata,no,yes
P0DMG5,Other,Chordata,yes,no
P0DMG6,Other,Chordata,yes,no
P81993,Other,Chordata,yes,no
A7X4T8,Other,Chordata,yes,no
D8VNS1,Other,Chordata,no,yes
F8S0Y4,Other,Chordata,no,yes
Q7ZT99,Other,Chordata,no,yes
P86537,Other,Chordata,yes,no
A6MFK9,Other,Chordata,no,yes
F8J2D4,Other,Chordata,no,yes
P0DMT4,Other,Chordata,no,no
Q2XXQ0,Other,Chordata,yes,yes
Q8JI40,Other,Chordata,no,yes
P0DJG8,Other,Chordata,yes,no
Q91055,Other,Chordata,no,yes
P0DL17,Other,Chordata,yes,no
Q3SB03,Other,Chordata,no,yes
Q8JI38,Other,Chordata,no,yes
Q2XXQ1,Other,Chordata,yes,yes
P0DL16,Other,Chordata,yes,no
Q3SB04,Other,Chordata,no,yes
Q7ZT98,Other,Chordata,no,yes
P0DL18,Other,Chordata,yes,no
Q3SB06,Other,Chordata,no,yes
Q3SB07,Other,Chordata,no,yes
Q09GJ9,Other,Chordata,no,yes
P85099,Other,Chordata,yes,no
Q8JI39,Other,Chordata,no,yes
Q7ZZN9,Other,Chordata,no,yes
P79845,Other,Chordata,no,yes
Q8AVA4,Other,Chordata,no,yes
Q8AVA3,Other,Chordata,no,yes
Q3SB05,Other,Chordata,no,yes
Q8JGT9,Other,Chordata,no,yes
B0VXV6,Other,Chordata,no,yes
Q2XXP5,Other,Chordata,yes,yes
A0A218QX58,Other,Arthropoda,no,yes
Q2XXP4,Other,Chordata,yes,yes
W4VS53,Other,Arthropoda,no,yes
P81995,Other,Chordata,yes,no
P60623,Other,Chordata,yes,yes
P81994,Other,Chordata,yes,no
B7FDI1,Other,Chordata,no,yes
B7FDI0,Other,Chordata,yes,yes
P0DRF5,,Arthropoda,no,no
P0DRF6,,Arthropoda,no,no
P0DRE2,,Arthropoda,no,no
P0DRF7,,Arthropoda,no,no
P0DRE3,,Arthropoda,no,no
P0DRF8,,Arthropoda,no,no
P0DRF9,,Arthropoda,no,no
P0DRG0,,Arthropoda,no,no
P0DRE4,,Arthropoda,no,no
P0DRG1,,Arthropoda,no,no
P0DRG2,,Arthropoda,no,no
P0DRG3,,Arthropoda,no,no
P0DRE5,,Arthropoda,no,no
P0DRG4,,Arthropoda,no,no
P0DRE6,,Arthropoda,no,no
P0DRG5,,Arthropoda,no,no
P0DRG6,,Arthropoda,no,no
P0DRG7,,Arthropoda,no,no
P0DRG8,,Arthropoda,no,no
P0DRG9,,Arthropoda,no,no
P0DRH0,,Arthropoda,no,no
P0DRH1,,Arthropoda,no,no
P0DRH2,,Arthropoda,no,no
P0DRE7,,Arthropoda,no,no
P0DRD9,,Arthropoda,no,no
P0DRE8,,Arthropoda,no,no
P0DRE9,,Arthropoda,no,no
P0DRF0,,Arthropoda,no,no
P0DRE0,,Arthropoda,no,no
P0DRF1,,Arthropoda,no,no
P0DRF2,,Arthropoda,no,no
P0DRF3,,Arthropoda,no,no
P0DRF4,,Arthropoda,no,no
P0DRE1,,Arthropoda,no,no
B2CI28,Other,Mollusca,yes,yes
B2CI27,Other,Mollusca,yes,yes
B1PZN6,Other,Mollusca,no,yes
B2CJ87,Other,Mollusca,no,yes
B0L0Y5,Other,Mollusca,no,yes
P58924,Other,Mollusca,no,yes
X5IWT5,Other,Mollusca,no,yes
P0C1W3,Other,Mollusca,no,yes
P0DW23,Other,Mollusca,no,yes
A0A142C197,Other,Mollusca,no,yes
P0DW18,Other,Mollusca,no,yes
P0DW20,Other,Mollusca,no,yes
A0A0K8TUE2,Other,Mollusca,no,yes
A0A679PF76,Other,Mollusca,no,yes
P0DW26,Other,Mollusca,no,yes
P0DW21,Other,Mollusca,no,yes
P0DW19,Other,Mollusca,no,yes
P0DW24,Other,Mollusca,no,yes
P0DQT5,Other,Mollusca,no,yes
P0DW25,Other,Mollusca,no,yes
X5IXY8,Other,Mollusca,no,yes
P0DW17,Other,Mollusca,no,yes
P0DW22,Other,Mollusca,no,yes
Q45RU7,Other,Mollusca,yes,no
Q9BH75,Other,Mollusca,no,yes
Q9BPG8,Other,Mollusca,no,yes
Q9BPF6,Other,Mollusca,no,yes
Q9BPF2,Other,Mollusca,no,yes
Q9BPD1,Other,Mollusca,no,yes
Q9BPD5,Other,Mollusca,no,yes
Q9BPD4,Other,Mollusca,no,yes
Q9BPD3,Other,Mollusca,no,yes
Q9BP53,Other,Mollusca,no,yes
Q9BPD6,Other,Mollusca,no,yes
Q9BPD2,Other,Mollusca,no,yes
Q9BPD7,Other,Mollusca,no,yes
C0HKY2,Other,Mollusca,no,no
C0HKY3,Other,Mollusca,no,no
C0HKY4,Other,Mollusca,no,no
P0CAZ4,Other,Arthropoda,no,yes
Q9BPG7,Other,Mollusca,no,yes
P85247,Other,Arthropoda,no,yes
P0CAZ5,Other,Arthropoda,no,yes
P0CAZ6,Other,Arthropoda,no,yes
P0CAZ7,Other,Arthropoda,no,yes
P0CAZ8,Other,Arthropoda,yes,yes
P0CAZ9,Other,Arthropoda,no,yes
A0A3G3C7S2,Other,Mollusca,no,yes
D6C4H5,Other,Mollusca,no,yes
P0C906,Other,Mollusca,no,yes
Q3YEG9,Other,Mollusca,no,yes
Q9BPF3,Other,Mollusca,no,yes
Q9BPF1,Other,Mollusca,no,yes
P0C907,Other,Mollusca,no,yes
D2Y173,Other,Mollusca,no,yes
Q3YEH7,Other,Mollusca,no,yes
Q9BH86,Other,Mollusca,no,yes
Q9BPG0,Other,Mollusca,no,yes
D2Y174,Other,Mollusca,no,yes
Q3YEH1,Other,Mollusca,no,yes
P0DL77,Other,Arthropoda,no,yes
P0DL78,Other,Arthropoda,no,yes
Q9BH21,Other,Mollusca,no,yes
Q3YEH0,Other,Mollusca,no,yes
P0C2F2,Other,Mollusca,no,no
Q3YEH5,Other,Mollusca,no,yes
Q3YEH4,Other,Mollusca,no,yes
Q3YEH6,Other,Mollusca,no,yes
P0C642,Other,Mollusca,no,no
Q9BPE7,Other,Mollusca,no,yes
Q9BPF4,Other,Mollusca,no,yes
Q9BPH0,Other,Mollusca,no,yes
Q6PN86,Other,Mollusca,no,yes
Q3YEE9,Other,Mollusca,no,yes
P0C669,Other,Mollusca,no,yes
Q9BP51,Other,Mollusca,no,yes
Q6PN85,Other,Mollusca,no,yes
P0C670,Other,Mollusca,no,yes
A0A3G3C7R5,Other,Mollusca,no,yes
Q9BHA6,Other,Mollusca,no,yes
P0C666,Other,Mollusca,no,yes
Q9U6Z9,Other,Mollusca,no,yes
Q9U6Z5,Other,Mollusca,no,yes
Q6PN81,Other,Mollusca,no,yes
Q1A3R3,Other,Mollusca,no,yes
P0C636,Other,Mollusca,no,yes
P0DJC4,Other,Mollusca,no,yes
Q9U700,Other,Mollusca,no,yes
Q9BPF5,Other,Mollusca,no,yes
Q9BPG5,Other,Mollusca,no,yes
Q9BH81,Other,Mollusca,no,yes
P0C667,Other,Mollusca,no,yes
D2Y172,Other,Mollusca,no,yes
Q9U6Z8,Other,Mollusca,no,yes
Q6PN80,Other,Mollusca,no,yes
Q1A3Q9,Other,Mollusca,no,yes
Q6PTD0,Other,Mollusca,no,yes
Q6PN84,Other,Mollusca,no,yes
Q9BPE2,Other,Mollusca,no,yes
P0C637,Other,Mollusca,no,yes
P0DJC5,Other,Mollusca,no,yes
Q9BPE5,Other,Mollusca,no,yes
Q9BPG3,Other,Mollusca,no,yes
Q9BPG2,Other,Mollusca,no,yes
Q9BPG1,Other,Mollusca,no,yes
Q9BH79,Other,Mollusca,no,yes
P0C668,Other,Mollusca,no,yes
Q3YEH3,Other,Mollusca,no,yes
Q6PN83,Other,Mollusca,no,yes
P0C638,Other,Mollusca,no,yes
Q9BPE3,Other,Mollusca,no,yes
P69767,Other,Mollusca,yes,yes
Q6PN82,Other,Mollusca,no,yes
Q3YEE8,Other,Mollusca,no,yes
Q68IP5,Other,Mollusca,yes,yes
Q9BP47,Other,Mollusca,yes,no
H8Y1U0,Other,Mollusca,no,yes
Q1A3R1,Other,Mollusca,no,yes
P0C639,Other,Mollusca,no,yes
C0KYC3,Other,Mollusca,no,yes
Q9BPF9,Other,Mollusca,no,yes
Q9BPD9,Other,Mollusca,no,yes
Q9BPF7,Other,Mollusca,no,yes
Q1A3R0,Other,Mollusca,no,yes
P0C640,Other,Mollusca,no,yes
C0KYC4,Other,Mollusca,no,yes
Q9BP46,Other,Mollusca,yes,yes
Q9BPE1,Other,Mollusca,no,yes
Q1A3Q8,Other,Mollusca,no,yes
P0C641,Other,Mollusca,no,yes
C0KYC5,Other,Mollusca,no,yes
Q9BPE0,Other,Mollusca,no,yes
Q1A3Q6,Other,Mollusca,no,yes
C0KYC6,Other,Mollusca,no,yes
Q1A3Q5,Other,Mollusca,no,yes
Q3YEH2,Other,Mollusca,no,yes
Q1A3Q7,Other,Mollusca,no,yes
Q9BPG6,Other,Mollusca,no,yes
P81755,Other,Mollusca,no,yes
P58848,Other,Mollusca,no,no
P0DQQ7,Other,Mollusca,no,no
P0DJL6,Other,Mollusca,no,no
Q1A3Q1,Other,Mollusca,no,yes
P69764,Other,Mollusca,no,yes
Q9U6Z6,Other,Mollusca,no,yes
P84845,Other,Mollusca,no,yes
P69765,Other,Mollusca,yes,yes
P0C2B0,Other,Mollusca,no,yes
P58849,Other,Mollusca,no,no
P0DTJ5,Other,Mollusca,no,yes
Q1A3Q2,Other,Mollusca,no,yes
P86258,Other,Mollusca,no,no
Q9BPE6,Other,Mollusca,no,yes
P69768,Other,Mollusca,yes,yes
P0C2B1,Other,Mollusca,no,yes
P86259,Other,Mollusca,no,no
Q9BPE4,Other,Mollusca,no,yes
P69766,Other,Mollusca,yes,yes
C0HKY5,Other,Mollusca,no,no
P86264,Other,Mollusca,no,no
P0DPL7,Other,Mollusca,no,no
P0DPL4,Other,Mollusca,no,no
P0DPL5,Other,Mollusca,no,no
P0DPL6,Other,Mollusca,no,no
Q9BPH2,Other,Mollusca,no,yes
Q9BPF8,Other,Mollusca,no,yes
P0CI23,Other,Mollusca,no,no
P58808,Other,Mollusca,no,yes
P58810,Other,Mollusca,no,no
Q9BPE9,Other,Mollusca,no,yes
P0CI22,Other,Mollusca,no,no
P58807,Other,Mollusca,no,no
P86256,Other,Mollusca,no,no
P86257,Other,Mollusca,no,no
P58809,Other,Mollusca,no,yes
Q9BPH1,Other,Mollusca,no,yes
B2CS62,,Mollusca,yes,no
A0A0F7Z3J2,Other,Mollusca,no,yes
A0A0F7YZI5,Other,Mollusca,no,yes
Q6HAA2,,Chordata,no,yes
P85253,Other,Arthropoda,no,yes
P85254,Other,Arthropoda,no,yes
P85255,Other,Arthropoda,no,yes
P85256,Other,Arthropoda,no,yes
P85257,Other,Arthropoda,no,yes
P0CAZ2,Other,Arthropoda,no,yes
P85258,Other,Arthropoda,no,yes
P85259,Other,Arthropoda,no,yes
P0CAZ3,Other,Arthropoda,no,yes
C0HJV3,Other,Arthropoda,no,no
C0HJV4,Other,Arthropoda,no,no
C0HJV5,Other,Arthropoda,no,no
C0HJV6,Other,Arthropoda,no,yes
P15222,Short scorpion toxin superfamily,Arthropoda,no,no
A0A2P1BRQ0,Other,Chordata,no,no
A0A2P1BRP3,Other,Chordata,no,no
P15220,Short scorpion toxin superfamily,Arthropoda,no,no
P60268,Short scorpion toxin superfamily,Arthropoda,no,no
P60269,Short scorpion toxin superfamily,Arthropoda,no,no
P60270,Short scorpion toxin superfamily,Arthropoda,no,no
P15229,Short scorpion toxin superfamily,Arthropoda,no,no
P85066,Short scorpion toxin superfamily,Arthropoda,no,no
P86402,Short scorpion toxin superfamily,Arthropoda,no,no
P60271,Short scorpion toxin superfamily,Arthropoda,yes,no
F1DI80,Short scorpion toxin superfamily,Arthropoda,no,no
P83400,Short scorpion toxin superfamily,Arthropoda,no,yes
P55966,Short scorpion toxin superfamily,Arthropoda,no,no
Q9BJW4,Short scorpion toxin superfamily,Arthropoda,no,yes
P86436,Short scorpion toxin superfamily,Arthropoda,no,no
P01498,Short scorpion toxin superfamily,Arthropoda,no,no
P81761,Short scorpion toxin superfamily,Arthropoda,no,yes
P59887,Short scorpion toxin superfamily,Arthropoda,no,no
P45639,Short scorpion toxin superfamily,Arthropoda,no,no
P86401,Short scorpion toxin superfamily,Arthropoda,yes,yes
Q9UAD0,Short scorpion toxin superfamily,Arthropoda,no,yes
B2DCR8,,Mollusca,no,yes
P0DQY4,,Mollusca,no,no
P0DQY5,,Mollusca,no,no
D6C4H6,,Mollusca,no,no
A0A3G3C7T2,,Mollusca,yes,no
P0DQY6,,Mollusca,no,no
P0DM99,,Mollusca,no,no
P0DMA0,,Mollusca,no,no
P0DMB3,Conotoxin M superfamily,Mollusca,no,no
D2Y170,Other,Mollusca,no,yes
D2Y169,Other,Mollusca,no,yes
D2Y171,,Mollusca,no,yes
P0DTJ8,Other,Mollusca,no,yes
P0DPM3,,Mollusca,no,no
A0A346CED7,Other,Mollusca,no,yes
P0DOZ1,,Mollusca,no,no
W4VSE7,Other,Mollusca,no,yes
W4VS82,Other,Mollusca,no,yes
D3JYA5,,Mollusca,no,yes
D3JYA6,,Mollusca,no,yes
D2Y3T3,,Mollusca,no,yes
D2Y3T4,,Mollusca,yes,no
D2Y3T5,,Mollusca,yes,no
D2Y3T6,,Mollusca,yes,no
D2Y3T7,,Mollusca,yes,no
D2Y3T8,,Mollusca,yes,no
D6C4L9,,Mollusca,no,yes
D6C4M0,,Mollusca,no,yes
D6C4M1,,Mollusca,no,yes
D6C4M2,,Mollusca,no,yes
D6C4M3,,Mollusca,no,yes
P0DJB6,,Mollusca,no,no
P0DJB7,,Mollusca,yes,no
A0A6B9L3R4,Other,Arthropoda,no,yes
A0A6B9KZ30,Other,Arthropoda,no,yes
Q45KX2,Other,Arthropoda,no,yes
F5CEP0,,Mollusca,yes,no
G1C1T0,,Mollusca,yes,no
G1C1T1,,Mollusca,yes,no
G1C1T2,,Mollusca,yes,no
G1C1T3,,Mollusca,yes,no
A0A125S9F9,,Mollusca,no,yes
P0DUB0,,Mollusca,no,yes
D6C4J4,,Mollusca,yes,no
D2Y168,,Mollusca,no,yes
D6C4J6,,Mollusca,yes,no
D6C4J8,,Mollusca,no,yes
P0DOZ9,,Mollusca,no,no
D6C4I4,,Mollusca,yes,no
D6C4I5,,Mollusca,no,yes
P0DQY3,,Mollusca,no,no
D6C4I6,,Mollusca,no,yes
D2Y100,,Mollusca,no,yes
D2Y101,,Mollusca,no,yes
D2Y102,,Mollusca,no,yes
P0DTX5,,Mollusca,no,yes
P0CI41,,Mollusca,no,no
D2Y3T1,,Mollusca,no,yes
P86942,,Mollusca,no,no
P0DJC3,,Mollusca,no,no
P0DMA4,,Mollusca,no,no
D6C4H8,,Mollusca,no,yes
D3JWK2,,Mollusca,no,yes
D3JWK3,,Mollusca,yes,no
D3JWK4,,Mollusca,yes,no
D3JWK5,,Mollusca,yes,no
D3JWK6,,Mollusca,yes,no
D3JWK7,,Mollusca,no,yes
P0DM98,,Mollusca,no,no
Q9BP49,,Mollusca,yes,no
Q9BPB3,,Mollusca,yes,no
P0DJB3,,Mollusca,no,no
P0DJB4,,Mollusca,no,no
P0DJB5,,Mollusca,no,no
B3FIA6,Other,Mollusca,no,yes
B3FIA5,Other,Mollusca,no,yes
Q8T0W5,Other,Arthropoda,no,yes
Q8T0W3,,Arthropoda,no,yes
Q8T0W2,Other,Arthropoda,no,yes
Q8T0W1,,Arthropoda,no,yes
Q8T0W0,Other,Arthropoda,no,yes
Q8MMH0,,Arthropoda,no,yes
P0DUQ8,Other,Mollusca,no,yes
P0DUQ7,Other,Mollusca,no,yes
P0DQM9,,Mollusca,no,no
P0DQZ0,,Mollusca,no,no
P86500,,Mollusca,no,no
P58625,,Mollusca,no,no
P69770,Other,Mollusca,no,yes
D6C4J9,Other,Mollusca,no,no
P0DPK7,,Mollusca,no,no
A0A3G3C7T9,,Mollusca,yes,no
A0A3G3C7W0,,Mollusca,yes,no
P0DQN0,,Mollusca,no,no
A0A125S9G3,,Mollusca,no,yes
B0L0Y6,,Mollusca,no,yes
G8FZS4,,Mollusca,yes,no
P01527,Other,Nemertea,no,no
P0CE24,Other,Mollusca,no,yes
C4PWC4,Other,Mollusca,no,yes
C4PWC3,Other,Mollusca,no,yes
P0CE36,Other,Mollusca,no,yes
P0CE34,Other,Mollusca,no,yes
P0CE25,Other,Mollusca,no,yes
P0CE31,Other,Mollusca,no,yes
P0CE28,Other,Mollusca,no,yes
P0CE35,Other,Mollusca,no,yes
P0CE32,Other,Mollusca,no,yes
P0CE26,Other,Mollusca,no,yes
P0CE33,Other,Mollusca,no,yes
P0CE29,Other,Mollusca,no,yes
P0CE27,Other,Mollusca,no,yes
P0CE30,Other,Mollusca,no,yes
P0DQZ1,,Mollusca,no,yes
P0DKQ7,,Mollusca,no,yes
A0A125S9G2,,Mollusca,no,yes
A0A0P0BQD2,Other,Nemertea,no,no
A0A0P0C6M6,Other,Nemertea,no,no
A0A0P0BZQ8,Other,Nemertea,no,no
A0A0N7HUN6,Other,Nemertea,no,no
A0A0P0CC97,Other,Nemertea,no,no
A0A0P0BUQ6,Other,Nemertea,no,no
A0A0P0CHY3,Other,Nemertea,no,no
P0DM45,,Mollusca,no,no
P58990,Other,Mollusca,no,no
P0DL31,,Mollusca,no,no
A0A125S9G0,,Mollusca,no,yes
A0A0R4I952,,Mollusca,no,no
Q5I4E6,Other,Mollusca,no,yes
B4YSU8,Other,Mollusca,no,yes
A0A6P3CW73,,Arthropoda,no,yes
A0A6B9KZ52,Other,Arthropoda,no,yes
A0A6B9L8T7,Other,Arthropoda,no,yes
Q5G8B7,,Arthropoda,no,yes
J3RYX9,Other,Chordata,no,yes
J3SE80,Other,Chordata,no,yes
E3P6N3,Other,Chordata,no,yes
P08935,Other,Chordata,no,no
Q6T6T4,Other,Chordata,no,yes
B1P1J3,Other,Arthropoda,no,yes
E3P6P1,Other,Chordata,no,yes
E3P6P0,Other,Chordata,no,yes
E3P6P3,Other,Chordata,no,yes
P81714,Other,Chordata,yes,no
E3P6P4,Other,Chordata,no,yes
E3P6P2,Other,Chordata,no,yes
E3P6N5,Other,Chordata,no,yes
E3P6N6,Other,Chordata,no,yes
Q2XXN5,Other,Chordata,no,yes
E3P6N8,Other,Chordata,no,yes
E3P6N7,Other,Chordata,no,yes
E3P6N4,Other,Chordata,no,yes
E3P6N9,Other,Chordata,no,yes
P13494,Other,Arthropoda,no,no
P0C1R3,Other,Arthropoda,no,no
P81885,Other,Arthropoda,no,no
P0DUS5,Other,Arthropoda,no,yes
P0DUS6,Other,Arthropoda,no,yes
P18153,Other,Arthropoda,no,yes
Q5MIW7,Other,Arthropoda,no,yes
Q7PJ76,Other,Arthropoda,no,yes
Q95NY5,Other,Arthropoda,no,yes
A0A1S4K3K8,Other,Arthropoda,no,yes
Q0IF93,Other,Arthropoda,no,yes
B6DDQ8,Other,Arthropoda,no,yes
A0A1S4GYJ6,Other,Arthropoda,no,yes
B0X6Z1,Other,Arthropoda,no,yes
A0A1S4HE90,Other,Arthropoda,no,yes
M1JMQ7,Other,Arthropoda,no,yes
Q06KA2,Other,Arthropoda,no,yes
Q9UB30,Other,Arthropoda,no,yes
Q95V94,Other,Arthropoda,no,yes
P85870,,Arthropoda,no,no
P0DQT7,Other,Arthropoda,no,yes
P0DQT8,Other,Arthropoda,no,yes
A0A384E0Y8,Other,Arthropoda,no,yes
P0DQT9,Other,Arthropoda,no,yes
P0DQU0,Other,Arthropoda,no,yes
P0DQU1,Other,Arthropoda,no,yes
P0C8B1,,Chordata,no,yes
Q95P88,Other,Arthropoda,no,yes
P0CF77,Other,Arthropoda,no,no
P0DQN8,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
P0DQN9,Long (4 C-C) scorpion toxin superfamily,Arthropoda,no,no
Q8T0W8,Other,Arthropoda,no,yes
P83253,Other,Chordata,no,yes
P83254,Other,Chordata,no,no
Q6T6T3,Other,Chordata,no,yes
Q3BER2,Other,Chordata,no,yes
Q3BK13,Other,Chordata,no,yes
Q6T6T2,Other,Chordata,no,yes
Q3BER3,Other,Chordata,no,yes
P0C6A8,Other,Chordata,no,no
Q3BER4,Other,Chordata,no,yes
P0C6A4,Other,Chordata,no,no
P0C6B0,Other,Chordata,no,no
P83041,Other,Chordata,no,no
P82465,Other,Chordata,no,yes
P0C6A6,Other,Chordata,no,no
P83043,Other,Chordata,no,no
P83044,Other,Chordata,no,no
P81742,Other,Chordata,no,no
Q805F7,Other,Chordata,no,yes
Q805F5,Other,Chordata,no,yes
C9E1S2,Other,Chordata,no,yes
Q3BK16,Other,Chordata,no,yes
P0C6A3,Other,Chordata,no,no
Q3BK15,Other,Chordata,yes,no
P0C6B4,Other,Chordata,no,no
P0C6B5,Other,Chordata,no,no
P83658,Other,Chordata,no,no
M5BGY5,Other,Chordata,no,yes
M5BHN0,Other,Chordata,no,yes
M5BGS2,Other,Chordata,no,yes
Q5EE07,Other,Chordata,yes,no
P0DQU9,Other,Arthropoda,no,no
C0HLZ7,Other,Arthropoda,no,no
Q3BK17,Other,Chordata,no,no
P0C6E2,Other,Chordata,no,no
Q3BER1,Other,Chordata,no,yes
Q3BK14,Other,Chordata,no,yes
P83469,Other,Chordata,no,no
Q7ZZM2,Other,Chordata,no,yes
P0CH43,Other,Arthropoda,no,no
P82172,,Chordata,no,yes
P82140,,Chordata,no,yes
P82141,,Chordata,no,no
P0C8B2,,Chordata,no,yes
Q75WF2,Other,Echinodermata,no,yes
P0C1B7,Other,Arthropoda,no,no
G3CJS0,Other,Arthropoda,no,yes
A0A1L4BJ98,Arthropod phospholipase D family,Arthropoda,no,yes
Q202J4,Arthropod phospholipase D family,Arthropoda,no,yes
P0DM16,Other,Mollusca,no,yes
W4VS70,Other,Mollusca,no,yes
P0DP97,Neurotoxin 10 (Hwtx-1) family,Arthropoda,no,no
B2D0J5,Other,Arthropoda,no,yes
D1MEI6,Other,Arthropoda,no,yes
P0CJ37,Other,Arthropoda,no,no
P0CJ36,Other,Arthropoda,no,no
P0C931,Other,Arthropoda,no,no
P0DJ94,Other,Chordata,no,no
P04203,Other,Chordata,no,no
C6EVG2,Other,Chordata,no,yes
P04204,Other,Chordata,no,yes
P20394,Other,Chordata,no,yes
C6EVG1,Other,Chordata,no,yes
P26349,Other,Chordata,no,yes
P85029,Other,Arthropoda,no,no
A0A6B9KZ02,,Arthropoda,no,yes
P85145,Other,Arthropoda,yes,no
P85146,Other,Arthropoda,yes,no
A0A6B9L664,Other,Arthropoda,no,yes
A0A6B9L4T1,Other,Arthropoda,no,yes
P85032,Other,Arthropoda,no,no
P85237,Other,Arthropoda,yes,no
P85144,Other,Arthropoda,yes,no
P85236,Other,Arthropoda,yes,no
Q1L658,Peptidase S1 family,Chordata,no,yes
Q4QXT9,Peptidase S1 family,Chordata,no,yes
Q58L90,Other,Chordata,no,yes
Q58L91,Other,Chordata,no,yes
Q7SZN0,Other,Chordata,no,yes
Q593B6,Other,Chordata,no,yes
Q58L95,Peptidase S1 family,Chordata,no,yes
Q58L96,Peptidase S1 family,Chordata,no,yes
Q56VR3,Peptidase S1 family,Chordata,no,yes
A6MFK7,Peptidase S1 family,Chordata,no,yes
P82807,Peptidase S1 family,Chordata,no,yes
A6MFK8,Peptidase S1 family,Chordata,no,yes
Q58L94,Peptidase S1 family,Chordata,no,yes
B5G6G5,Peptidase S1 family,Chordata,no,yes
P83370,Peptidase S1 family,Chordata,no,yes
P0CY52,Peptidase S1 family,Chordata,yes,no
Q58L93,Peptidase S1 family,Chordata,no,yes
P81428,Peptidase S1 family,Chordata,no,yes
D8VNS7,Other,Chordata,no,yes
E2IYB3,Other,Chordata,yes,yes
D8VNS8,Other,Chordata,no,yes
D8VNS9,Other,Chordata,no,yes
D8VNT0,Other,Chordata,no,yes
P83298,Peptidase S1 family,Annelida,no,no
P86876,Other,Annelida,yes,no
P86330,,Annelida,yes,no
P86599,Peptidase S1 family,Arthropoda,yes,no
P0DUV1,Other,Arthropoda,no,no
P0DUV2,Other,Arthropoda,no,no
P0DRB2,Other,Arthropoda,no,no
P0DM17,Other,Mollusca,no,yes
W4VSM1,Other,Mollusca,no,yes
A0A1S4FGH1,Other,Arthropoda,no,yes
Q5MIW3,Other,Arthropoda,no,yes
A0A6B9KZ40,,Arthropoda,no,yes
P0DQJ4,,Arthropoda,no,yes
Q76CA1,Other,Cnidaria,no,yes
P43685,Peptidase S1 family,Chordata,no,no
A0A1U9VX91,,Annelida,yes,no
I1SB07,Conotoxin M superfamily,Mollusca,no,no
A0A1D0BZI2,,Arthropoda,no,yes
P69842,Other,Chordata,no,no
P69847,Other,Chordata,no,no
P69837,Other,Chordata,no,no
P69838,Other,Chordata,no,no
P69840,Other,Chordata,no,no
P69835,Other,Chordata,no,no
P69836,Other,Chordata,no,no
A0A1Y9G8D0,,Arthropoda,no,yes
B6DDZ5,,Arthropoda,no,yes
C0HMB5,,Arthropoda,no,no
A5HUP6,,Arthropoda,no,yes
P0DSI7,Other,Arthropoda,no,no
P0DV17,Other,Arthropoda,no,no
P82414,Other,Arthropoda,no,no
P0DSI8,Other,Arthropoda,no,no
P0DSI9,Other,Arthropoda,no,no
P0DV18,Other,Arthropoda,no,no
P82415,Other,Arthropoda,no,no
P0DSJ0,Other,Arthropoda,no,no
P82416,Other,Arthropoda,no,no
P0DSJ1,Other,Arthropoda,no,no
